like1,parn,parD,parq,parLambda,simulation_0,simulation_1,simulation_2,simulation_3,simulation_4,simulation_5,simulation_6,simulation_7,simulation_8,simulation_9,simulation_10,simulation_11,simulation_12,simulation_13,chain
-9.31,0.3186,0.6772,0.48,0.0149,17.7,0.442,0.00689,9.763e-05,1.4e-06,0.0,0.0,0.0,0.0,1e-07,0.007866,1.004,6.04,6.35,0.0
21.56,0.3142,0.6777,0.458,0.01648,19.19,0.625,0.01271,0.0002351,4.23e-06,6e-08,0.0,0.0,0.0,6e-08,0.003616,0.6,4.7,6.438,1.0
0.1364,0.331,0.695,0.4746,0.01668,19.86,0.787,0.01979,0.0004544,1.013e-05,2.4e-07,0.0,0.0,0.0,6e-08,0.003036,0.4985,4.17,6.38,2.0
23.48,0.3135,0.69,0.457,0.0162,19.12,0.6533,0.01409,0.000277,5.3e-06,1e-07,0.0,0.0,0.0,6e-08,0.00426,0.6387,4.77,6.438,3.0
16.39,0.314,0.679,0.4592,0.01707,18.94,0.601,0.01193,0.0002154,3.76e-06,6e-08,0.0,0.0,0.0,6e-08,0.003975,0.6294,4.734,6.266,4.0
21.16,0.3196,0.6772,0.4658,0.01625,19.22,0.626,0.012726,0.0002352,4.23e-06,6e-08,0.0,0.0,0.0,6e-08,0.003624,0.6035,4.73,6.492,0.0
18.23,0.3196,0.667,0.4653,0.01651,19.27,0.602,0.011635,0.000204,3.46e-06,6e-08,0.0,0.0,0.0,6e-08,0.003138,0.5713,4.668,6.49,1.0
1.208,0.3206,0.694,0.4746,0.01524,18.5,0.573,0.01126,0.0002018,3.5e-06,6e-08,0.0,0.0,0.0,1e-07,0.006313,0.8193,5.4,6.484,2.0
23.48,0.3186,0.69,0.4646,0.0162,19.12,0.653,0.01406,0.0002763,5.3e-06,1e-07,0.0,0.0,0.0,6e-08,0.00425,0.6377,4.77,6.438,3.0
-0.2854,0.319,0.6787,0.4736,0.01685,18.28,0.5166,0.00912,0.0001465,2.26e-06,6e-08,0.0,0.0,0.0,6e-08,0.005478,0.777,5.223,6.168,4.0
20.89,0.3254,0.6816,0.474,0.016,19.22,0.637,0.013245,0.0002508,4.6e-06,6e-08,0.0,0.0,0.0,6e-08,0.00384,0.6177,4.773,6.523,0.0
23.19,0.3142,0.6777,0.4585,0.01648,19.14,0.617,0.012436,0.0002278,4.05e-06,6e-08,0.0,0.0,0.0,6e-08,0.003714,0.611,4.734,6.43,1.0
19.75,0.3296,0.693,0.481,0.01562,19.17,0.6646,0.01457,0.0002916,5.66e-06,1e-07,0.0,0.0,0.0,6e-08,0.004436,0.6533,4.85,6.56,2.0
23.48,0.3186,0.69,0.4646,0.0162,19.12,0.653,0.01406,0.0002763,5.3e-06,1e-07,0.0,0.0,0.0,6e-08,0.00425,0.6377,4.77,6.438,3.0
22.39,0.33,0.671,0.4827,0.01663,19.06,0.5874,0.01123,0.0001949,3.3e-06,6e-08,0.0,0.0,0.0,6e-08,0.003569,0.6104,4.773,6.414,4.0
14.65,0.3206,0.694,0.4663,0.0153,19.33,0.688,0.01551,0.0003192,6.4e-06,1e-07,0.0,0.0,0.0,6e-08,0.004272,0.637,4.816,6.64,0.0
21.84,0.3086,0.6733,0.4502,0.01674,19.12,0.6055,0.01192,0.0002131,3.7e-06,6e-08,0.0,0.0,0.0,6e-08,0.003511,0.597,4.695,6.395,1.0
15.79,0.3254,0.682,0.4746,0.0154,19.22,0.636,0.0132,0.0002494,4.6e-06,6e-08,0.0,0.0,0.0,6e-08,0.003994,0.637,4.89,6.652,2.0
20.75,0.3032,0.69,0.4414,0.01607,19.23,0.666,0.01456,0.0002904,5.6e-06,1e-07,0.0,0.0,0.0,6e-08,0.004093,0.6235,4.73,6.48,3.0
-9.88,0.33,0.6914,0.4983,0.01663,17.48,0.4573,0.007565,0.00011414,1.67e-06,0.0,0.0,0.0,0.0,2e-07,0.008965,1.014,5.746,5.902,4.0
18.25,0.3157,0.6978,0.4592,0.01567,19.27,0.6953,0.01595,0.0003343,6.8e-06,1e-07,0.0,0.0,0.0,6e-08,0.004417,0.6387,4.76,6.54,0.0
0.87,0.319,0.667,0.4585,0.0171,19.81,0.6826,0.014534,0.0002809,5.25e-06,1e-07,0.0,0.0,0.0,0.0,0.002317,0.4648,4.184,6.41,1.0
19.08,0.3347,0.698,0.4878,0.0155,19.2,0.685,0.01553,0.000322,6.5e-06,1e-07,0.0,0.0,0.0,6e-08,0.00465,0.6606,4.848,6.562,2.0
18.73,0.3235,0.6787,0.4731,0.01685,18.97,0.602,0.01195,0.0002155,3.76e-06,6e-08,0.0,0.0,0.0,6e-08,0.00396,0.631,4.766,6.324,3.0
-8.63,0.3413,0.671,0.4827,0.01604,20.66,0.8237,0.02037,0.0004575,9.95e-06,2.4e-07,0.0,0.0,0.0,0.0,0.001701,0.3767,3.809,6.625,4.0
1.853,0.3254,0.6816,0.468,0.01733,19.7,0.719,0.01645,0.0003426,6.9e-06,1e-07,0.0,0.0,0.0,6e-08,0.002777,0.4915,4.18,6.29,0.0
2.604,0.3186,0.6953,0.4585,0.01539,19.81,0.77,0.01898,0.0004275,9.36e-06,2e-07,0.0,0.0,0.0,6e-08,0.003407,0.5454,4.453,6.664,1.0
20.0,0.331,0.688,0.4827,0.01575,19.2,0.6543,0.01406,0.0002754,5.25e-06,1e-07,0.0,0.0,0.0,6e-08,0.00416,0.637,4.82,6.555,2.0
-7.66,0.3186,0.69,0.4507,0.0162,20.52,0.881,0.02388,0.0005903,1.42e-05,3.6e-07,0.0,0.0,0.0,0.0,0.002151,0.4065,3.824,6.496,3.0
22.52,0.335,0.6763,0.4897,0.01642,19.05,0.6016,0.01184,0.000212,3.7e-06,6e-08,0.0,0.0,0.0,6e-08,0.003819,0.626,4.81,6.434,4.0
16.45,0.3357,0.68,0.4893,0.01561,19.27,0.638,0.01323,0.0002494,4.6e-06,6e-08,0.0,0.0,0.0,6e-08,0.003778,0.6177,4.82,6.625,0.0
23.19,0.3142,0.6777,0.4585,0.01648,19.14,0.617,0.012436,0.0002278,4.05e-06,6e-08,0.0,0.0,0.0,6e-08,0.003714,0.611,4.734,6.43,1.0
-1.98,0.3245,0.696,0.4827,0.01595,18.22,0.549,0.01049,0.0001831,3.1e-06,6e-08,0.0,0.0,0.0,1e-07,0.00697,0.859,5.418,6.26,2.0
-16.72,0.3386,0.6885,0.4646,0.01614,21.81,1.154,0.0385,0.001172,3.47e-05,1e-06,0.0,0.0,0.0,0.0,0.001071,0.2537,2.975,6.277,3.0
18.95,0.3228,0.6763,0.4722,0.01688,18.98,0.5947,0.01162,0.0002064,3.6e-06,6e-08,0.0,0.0,0.0,6e-08,0.003841,0.625,4.76,6.33,4.0
16.17,0.3394,0.6904,0.4944,0.015396,19.27,0.669,0.01467,0.0002935,5.7e-06,1e-07,0.0,0.0,0.0,6e-08,0.00422,0.6396,4.84,6.63,0.0
21.88,0.3308,0.6636,0.4836,0.01648,19.08,0.5684,0.01044,0.0001738,2.8e-06,6e-08,0.0,0.0,0.0,6e-08,0.003336,0.602,4.81,6.477,1.0
12.8,0.3215,0.688,0.4675,0.01532,19.38,0.6772,0.01491,0.0002992,5.84e-06,1e-07,0.0,0.0,0.0,6e-08,0.003937,0.617,4.785,6.67,2.0
17.1,0.3147,0.698,0.4578,0.01555,19.3,0.6987,0.01608,0.0003383,6.9e-06,1e-07,0.0,0.0,0.0,6e-08,0.00442,0.6396,4.773,6.566,3.0
19.77,0.3293,0.683,0.4817,0.0166,18.98,0.6143,0.01246,0.0002303,4.1e-06,6e-08,0.0,0.0,0.0,6e-08,0.00416,0.643,4.8,6.36,4.0
20.89,0.3254,0.6816,0.474,0.016,19.22,0.637,0.013245,0.0002508,4.6e-06,6e-08,0.0,0.0,0.0,6e-08,0.00384,0.6177,4.773,6.523,0.0
8.35,0.3164,0.6777,0.4585,0.01546,19.55,0.6675,0.01422,0.0002759,5.2e-06,1e-07,0.0,0.0,0.0,6e-08,0.00327,0.569,4.668,6.707,1.0
19.2,0.3347,0.698,0.4878,0.01552,19.2,0.685,0.01555,0.0003226,6.5e-06,1e-07,0.0,0.0,0.0,6e-08,0.004642,0.6597,4.844,6.56,2.0
15.98,0.3152,0.689,0.4585,0.01569,19.33,0.6743,0.01484,0.0002978,5.8e-06,1e-07,0.0,0.0,0.0,6e-08,0.00396,0.6157,4.742,6.582,3.0
-10.766,0.3186,0.679,0.4817,0.01706,17.34,0.4202,0.006363,8.76e-05,1.2e-06,0.0,0.0,0.0,0.0,2e-07,0.00823,0.9995,5.754,5.824,4.0
21.2,0.341,0.69,0.4966,0.016,19.22,0.664,0.01449,0.0002882,5.6e-06,1e-07,0.0,0.0,0.0,6e-08,0.004135,0.628,4.75,6.492,0.0
-11.234,0.3142,0.6777,0.4407,0.01718,20.86,0.905,0.02449,0.000603,1.44e-05,3.6e-07,0.0,0.0,0.0,0.0,0.001498,0.331,3.451,6.297,1.0
19.19,0.3347,0.698,0.4878,0.01552,19.2,0.685,0.01554,0.000322,6.5e-06,1e-07,0.0,0.0,0.0,6e-08,0.004635,0.659,4.844,6.56,2.0
-1.736,0.325,0.69,0.4646,0.0162,20.03,0.7925,0.0198,0.0004513,1e-05,2.4e-07,0.0,0.0,0.0,6e-08,0.002754,0.4795,4.16,6.51,3.0
-14.914,0.3518,0.6934,0.4863,0.01619,21.47,1.101,0.03568,0.001057,3.04e-05,9e-07,0.0,0.0,0.0,0.0,0.001342,0.2903,3.174,6.324,4.0
15.766,0.332,0.696,0.4824,0.01567,19.34,0.6987,0.016,0.0003352,6.8e-06,1e-07,0.0,0.0,0.0,6e-08,0.004204,0.623,4.723,6.56,0.0
11.91,0.3164,0.6885,0.4592,0.01572,19.44,0.6904,0.01545,0.0003154,6.26e-06,1e-07,0.0,0.0,0.0,6e-08,0.003729,0.5923,4.66,6.59,1.0
14.49,0.3347,0.698,0.4878,0.01505,19.25,0.688,0.01564,0.000325,6.56e-06,1e-07,0.0,0.0,0.0,6e-08,0.00468,0.667,4.91,6.668,2.0
19.56,0.3015,0.6724,0.4402,0.01704,19.06,0.5967,0.011604,0.000205,3.5e-06,6e-08,0.0,0.0,0.0,6e-08,0.003515,0.597,4.676,6.324,3.0
19.16,0.3428,0.69,0.4988,0.01602,19.27,0.672,0.014786,0.0002968,5.8e-06,1e-07,0.0,0.0,0.0,6e-08,0.00404,0.618,4.715,6.496,4.0
13.58,0.3389,0.689,0.4917,0.01611,19.39,0.687,0.01535,0.0003126,6.2e-06,1e-07,0.0,0.0,0.0,6e-08,0.003736,0.5894,4.61,6.496,0.0
18.44,0.311,0.677,0.4524,0.01659,19.25,0.631,0.012886,0.0002395,4.3e-06,6e-08,0.0,0.0,0.0,6e-08,0.003456,0.5845,4.637,6.426,1.0
18.0,0.338,0.699,0.494,0.01544,19.1,0.672,0.01505,0.0003083,6.14e-06,1e-07,0.0,0.0,0.0,1e-07,0.004944,0.685,4.93,6.555,2.0
-9.22,0.3054,0.679,0.4307,0.01659,20.67,0.8687,0.02284,0.000546,1.27e-05,3e-07,0.0,0.0,0.0,0.0,0.001761,0.3691,3.678,6.445,3.0
18.83,0.339,0.6797,0.4937,0.01625,19.27,0.6406,0.01333,0.0002522,4.65e-06,6e-08,0.0,0.0,0.0,6e-08,0.00361,0.596,4.69,6.492,4.0
12.17,0.3389,0.677,0.4917,0.01616,19.44,0.6533,0.01371,0.0002615,4.8e-06,6e-08,0.0,0.0,0.0,6e-08,0.00327,0.566,4.605,6.543,0.0
18.78,0.3315,0.669,0.483,0.01653,19.25,0.6074,0.01187,0.0002105,3.64e-06,6e-08,0.0,0.0,0.0,6e-08,0.003222,0.5757,4.664,6.473,1.0
15.94,0.3171,0.6978,0.4644,0.01566,18.97,0.6504,0.01417,0.0002818,5.5e-06,1e-07,0.0,0.0,0.0,1e-07,0.00509,0.701,4.973,6.496,2.0
23.48,0.3186,0.69,0.4646,0.0162,19.12,0.653,0.01406,0.0002763,5.3e-06,1e-07,0.0,0.0,0.0,6e-08,0.00425,0.6377,4.77,6.438,3.0
-17.45,0.3196,0.6924,0.4937,0.01628,16.34,0.3533,0.004826,6.02e-05,7e-07,0.0,0.0,0.0,0.0,4e-07,0.015114,1.394,6.47,5.46,4.0
4.2,0.3389,0.677,0.4917,0.014404,19.61,0.665,0.01408,0.000271,5.07e-06,1e-07,0.0,0.0,0.0,6e-08,0.003386,0.5913,4.85,6.957,0.0
-9.15,0.3047,0.6685,0.4302,0.01648,20.69,0.8237,0.02031,0.0004542,9.83e-06,2.4e-07,0.0,0.0,0.0,0.0,0.001588,0.3613,3.715,6.527,1.0
17.78,0.338,0.696,0.494,0.01544,19.11,0.6626,0.01458,0.0002928,5.7e-06,1e-07,0.0,0.0,0.0,6e-08,0.004765,0.678,4.93,6.57,2.0
16.8,0.3386,0.695,0.4944,0.01533,19.14,0.664,0.0146,0.000293,5.7e-06,1e-07,0.0,0.0,0.0,6e-08,0.004684,0.674,4.934,6.605,3.0
-26.36,0.339,0.6797,0.434,0.01625,24.42,1.963,0.0987,0.004513,0.0002006,8.8e-06,3.6e-07,0.0,0.0,0.0,0.0001943,0.0776,1.474,4.93,4.0
7.062,0.3157,0.659,0.4573,0.01616,19.6,0.618,0.01198,0.0002102,3.6e-06,6e-08,0.0,0.0,0.0,0.0,0.002542,0.516,4.535,6.64,0.0
0.583,0.302,0.673,0.434,0.01714,19.81,0.703,0.01551,0.000311,6e-06,1e-07,0.0,0.0,0.0,0.0,0.00244,0.4695,4.164,6.38,1.0
-24.34,0.3623,0.696,0.472,0.01521,23.78,1.8125,0.08765,0.003872,0.0001663,7.1e-06,3e-07,0.0,0.0,0.0,0.0003757,0.11755,1.879,5.504,2.0
12.13,0.3206,0.69,0.4646,0.0162,19.42,0.696,0.01573,0.0003245,6.5e-06,1e-07,0.0,0.0,0.0,6e-08,0.003695,0.582,4.57,6.477,3.0
0.92,0.339,0.668,0.4878,0.01653,19.86,0.688,0.014755,0.000287,5.4e-06,1e-07,0.0,0.0,0.0,0.0,0.002377,0.4739,4.26,6.54,4.0
-1.643,0.3389,0.665,0.4856,0.01643,20.03,0.702,0.01518,0.0002978,5.66e-06,1e-07,0.0,0.0,0.0,0.0,0.002142,0.4482,4.176,6.58,0.0
9.76,0.315,0.6616,0.4565,0.01707,19.44,0.612,0.01184,0.0002078,3.5e-06,6e-08,0.0,0.0,0.0,0.0,0.002645,0.5186,4.453,6.41,1.0
17.78,0.338,0.696,0.494,0.01544,19.11,0.6626,0.01458,0.0002928,5.7e-06,1e-07,0.0,0.0,0.0,6e-08,0.004765,0.678,4.93,6.57,2.0
19.48,0.3186,0.6743,0.4646,0.01697,19.12,0.61,0.0121,0.0002182,3.8e-06,6e-08,0.0,0.0,0.0,6e-08,0.00349,0.591,4.65,6.34,3.0
-17.36,0.3198,0.674,0.4937,0.01625,16.38,0.324,0.00399,4.464e-05,5e-07,0.0,0.0,0.0,0.0,2.4e-07,0.01257,1.33,6.52,5.535,4.0
10.65,0.3347,0.665,0.4856,0.01616,19.47,0.6206,0.01221,0.0002177,3.76e-06,6e-08,0.0,0.0,0.0,0.0,0.002855,0.544,4.605,6.6,0.0
9.695,0.315,0.6616,0.4565,0.01709,19.44,0.612,0.01185,0.0002079,3.5e-06,6e-08,0.0,0.0,0.0,0.0,0.002644,0.518,4.45,6.41,1.0
11.5,0.3174,0.6963,0.466,0.0157,18.84,0.6294,0.01335,0.0002584,4.9e-06,1e-07,0.0,0.0,0.0,1e-07,0.005333,0.725,5.05,6.465,2.0
14.85,0.3416,0.69,0.499,0.0152,19.16,0.65,0.01391,0.0002716,5.1e-06,1e-07,0.0,0.0,0.0,6e-08,0.00448,0.668,4.96,6.656,3.0
-19.27,0.3633,0.664,0.4937,0.01625,22.4,1.159,0.037,0.00107,3e-05,8.3e-07,0.0,0.0,0.0,0.0,0.000617,0.1925,2.662,6.215,4.0
-19.5,0.363,0.6787,0.4917,0.01593,22.45,1.257,0.044,0.001402,4.333e-05,1.3e-06,6e-08,0.0,0.0,0.0,0.000703,0.1976,2.637,6.17,0.0
-0.8735,0.303,0.686,0.434,0.01645,19.95,0.7686,0.01863,0.0004115,8.8e-06,2e-07,0.0,0.0,0.0,6e-08,0.002712,0.4805,4.168,6.473,1.0
-22.08,0.359,0.6978,0.4766,0.01525,23.1,1.577,0.06836,0.00271,0.0001044,4e-06,2e-07,0.0,0.0,0.0,0.000584,0.1603,2.264,5.89,2.0
-17.98,0.3186,0.69,0.4932,0.01497,16.34,0.3447,0.00459,5.573e-05,6.6e-07,0.0,0.0,0.0,0.0,4e-07,0.01585,1.471,6.797,5.668,3.0
7.145,0.3398,0.6636,0.4917,0.01683,19.55,0.633,0.01262,0.0002282,4e-06,6e-08,0.0,0.0,0.0,0.0,0.002596,0.5093,4.418,6.47,4.0
-20.45,0.3142,0.677,0.4917,0.0161,15.71,0.2808,0.003132,3.177e-05,3e-07,0.0,0.0,0.0,0.0,4e-07,0.0173,1.592,6.883,5.2,0.0
12.21,0.3135,0.694,0.4604,0.01588,18.84,0.622,0.01301,0.0002482,4.6e-06,6e-08,0.0,0.0,0.0,1e-07,0.00514,0.714,5.02,6.438,1.0
-16.47,0.338,0.696,0.4644,0.01516,21.83,1.185,0.0408,0.001283,3.93e-05,1.2e-06,6e-08,0.0,0.0,0.0,0.0012245,0.2727,3.104,6.477,2.0
19.14,0.3188,0.693,0.4668,0.0162,18.98,0.64,0.013664,0.000266,5.07e-06,1e-07,0.0,0.0,0.0,6e-08,0.00469,0.6724,4.863,6.4,3.0
14.586,0.3228,0.675,0.469,0.01688,19.3,0.634,0.01296,0.0002409,4.35e-06,6e-08,0.0,0.0,0.0,6e-08,0.003252,0.564,4.55,6.38,4.0
9.17,0.3198,0.677,0.4631,0.01689,19.45,0.6626,0.01407,0.0002718,5.07e-06,1e-07,0.0,0.0,0.0,6e-08,0.003075,0.539,4.44,6.387,0.0
12.016,0.3142,0.6973,0.4585,0.01478,19.23,0.6816,0.015335,0.0003154,6.3e-06,1e-07,0.0,0.0,0.0,6e-08,0.00475,0.678,4.98,6.73,1.0
-2.059,0.3467,0.693,0.4956,0.01585,20.06,0.8086,0.02061,0.0004797,1.085e-05,2.4e-07,0.0,0.0,0.0,6e-08,0.00284,0.4856,4.19,6.58,2.0
16.28,0.327,0.687,0.4749,0.0162,19.33,0.672,0.01471,0.0002935,5.66e-06,1e-07,0.0,0.0,0.0,6e-08,0.003778,0.597,4.645,6.477,3.0
19.64,0.3171,0.676,0.4644,0.01646,18.98,0.591,0.01146,0.0002021,3.46e-06,6e-08,0.0,0.0,0.0,6e-08,0.00392,0.6377,4.848,6.414,4.0
-4.453,0.325,0.677,0.4631,0.01657,20.22,0.7773,0.01865,0.0004067,8.64e-06,2e-07,0.0,0.0,0.0,0.0,0.002169,0.4292,3.994,6.49,0.0
-23.8,0.3494,0.6777,0.4585,0.01648,23.56,1.606,0.06836,0.002645,9.94e-05,3.7e-06,1e-07,0.0,0.0,0.0,0.0003355,0.1165,1.908,5.473,1.0
14.61,0.3367,0.6816,0.4937,0.01572,18.97,0.6016,0.01195,0.0002161,3.8e-06,6e-08,0.0,0.0,0.0,6e-08,0.00439,0.677,5.004,6.547,2.0
-15.64,0.3367,0.69,0.4646,0.014755,21.7,1.116,0.03622,0.001073,3.09e-05,9e-07,0.0,0.0,0.0,0.0,0.001284,0.2903,3.27,6.652,3.0
19.62,0.3171,0.6636,0.4644,0.01677,18.98,0.558,0.0101,0.0001658,2.6e-06,6e-08,0.0,0.0,0.0,6e-08,0.003397,0.6084,4.81,6.402,4.0
5.566,0.3035,0.672,0.4387,0.01753,19.5,0.6577,0.01377,0.0002618,4.8e-06,6e-08,0.0,0.0,0.0,6e-08,0.002743,0.5063,4.293,6.277,0.0
9.11,0.3296,0.6934,0.4844,0.01525,18.86,0.619,0.01287,0.0002444,4.53e-06,6e-08,0.0,0.0,0.0,1e-07,0.005325,0.7363,5.152,6.57,1.0
4.47,0.338,0.6787,0.499,0.01544,18.66,0.553,0.01025,0.0001726,2.8e-06,6e-08,0.0,0.0,0.0,6e-08,0.00502,0.7476,5.277,6.543,2.0
8.78,0.3162,0.6787,0.4656,0.01611,18.73,0.5654,0.01067,0.0001832,3.04e-06,6e-08,0.0,0.0,0.0,6e-08,0.004635,0.705,5.082,6.426,3.0
1.539,0.3228,0.6626,0.4644,0.01717,19.77,0.662,0.01366,0.000255,4.65e-06,6e-08,0.0,0.0,0.0,0.0,0.002253,0.4644,4.207,6.418,4.0
4.574,0.3198,0.638,0.4631,0.01846,19.44,0.5493,0.00933,0.0001428,2.1e-06,6e-08,0.0,0.0,0.0,0.0,0.001872,0.4502,4.223,6.223,0.0
6.66,0.3157,0.6274,0.4585,0.01868,19.28,0.5015,0.007748,0.0001076,1.43e-06,0.0,0.0,0.0,0.0,0.0,0.001759,0.453,4.3,6.21,1.0
-1.06,0.3447,0.696,0.494,0.01779,19.77,0.7856,0.0198,0.000456,1.02e-05,2.4e-07,0.0,0.0,0.0,6e-08,0.002954,0.482,4.016,6.133,2.0
-17.06,0.3362,0.6543,0.4646,0.01327,22.08,0.9844,0.02682,0.000661,1.58e-05,3.6e-07,0.0,0.0,0.0,0.0,0.0008574,0.2622,3.39,7.203,3.0
-15.78,0.3362,0.669,0.4644,0.01602,21.69,1.018,0.02957,0.00078,1.997e-05,5e-07,0.0,0.0,0.0,0.0,0.000978,0.26,3.135,6.465,4.0
2.424,0.317,0.6523,0.4573,0.01819,19.6,0.611,0.01162,0.0001998,3.34e-06,6e-08,0.0,0.0,0.0,0.0,0.00207,0.4531,4.156,6.23,0.0
-1.657,0.301,0.629,0.4329,0.01901,19.75,0.564,0.009575,0.0001463,2.15e-06,6e-08,0.0,0.0,0.0,0.0,0.001392,0.3835,3.936,6.17,1.0
19.0,0.3345,0.6855,0.4888,0.01567,19.11,0.633,0.013176,0.0002499,4.6e-06,6e-08,0.0,0.0,0.0,6e-08,0.004265,0.6543,4.902,6.562,2.0
19.08,0.3215,0.69,0.4705,0.0162,18.97,0.6313,0.01325,0.0002537,4.7e-06,6e-08,0.0,0.0,0.0,6e-08,0.00457,0.6685,4.87,6.41,3.0
19.0,0.3171,0.671,0.4644,0.01677,18.97,0.5767,0.01087,0.0001862,3.1e-06,6e-08,0.0,0.0,0.0,6e-08,0.003693,0.623,4.805,6.37,4.0
2.055,0.3066,0.642,0.443,0.0189,19.48,0.5684,0.01,0.0001588,2.44e-06,6e-08,0.0,0.0,0.0,0.0,0.001854,0.4377,4.11,6.117,0.0
23.19,0.3142,0.6777,0.4585,0.01648,19.14,0.617,0.012436,0.0002278,4.05e-06,6e-08,0.0,0.0,0.0,6e-08,0.003714,0.611,4.734,6.43,1.0
8.375,0.3367,0.658,0.4878,0.01712,19.48,0.607,0.01159,0.0002005,3.34e-06,6e-08,0.0,0.0,0.0,0.0,0.00249,0.5054,4.418,6.42,2.0
5.445,0.3162,0.6826,0.4656,0.01476,18.84,0.584,0.01135,0.000201,3.46e-06,6e-08,0.0,0.0,0.0,6e-08,0.004982,0.739,5.29,6.72,3.0
5.36,0.3162,0.686,0.4656,0.01487,18.8,0.5874,0.01154,0.0002067,3.6e-06,6e-08,0.0,0.0,0.0,6e-08,0.005203,0.75,5.29,6.67,4.0
7.82,0.3357,0.634,0.4873,0.01794,19.39,0.5283,0.008606,0.0001262,1.8e-06,0.0,0.0,0.0,0.0,0.0,0.001884,0.464,4.36,6.348,0.0
20.9,0.3315,0.6924,0.483,0.01648,19.16,0.6675,0.0147,0.0002956,5.8e-06,1e-07,0.0,0.0,0.0,6e-08,0.004204,0.6255,4.684,6.37,1.0
-2.19,0.3416,0.6855,0.4888,0.01567,20.1,0.782,0.01917,0.0004275,9.24e-06,2e-07,0.0,0.0,0.0,6e-08,0.002657,0.4795,4.227,6.652,2.0
23.48,0.3186,0.69,0.4646,0.0162,19.12,0.653,0.01406,0.0002763,5.3e-06,1e-07,0.0,0.0,0.0,6e-08,0.00425,0.6377,4.77,6.438,3.0
5.285,0.316,0.686,0.4656,0.014854,18.8,0.5874,0.01154,0.0002067,3.6e-06,6e-08,0.0,0.0,0.0,6e-08,0.005207,0.7505,5.293,6.676,4.0
-4.285,0.3408,0.634,0.4873,0.01794,20.11,0.617,0.01133,0.0001873,3e-06,6e-08,0.0,0.0,0.0,0.0,0.0013275,0.3682,3.896,6.39,0.0
6.707,0.3315,0.6216,0.4812,0.01823,19.4,0.4954,0.007477,0.00010115,1.3e-06,0.0,0.0,0.0,0.0,0.0,0.001597,0.4392,4.32,6.344,1.0
-16.06,0.3345,0.6855,0.462,0.01362,21.84,1.107,0.0353,0.001026,2.897e-05,8.3e-07,0.0,0.0,0.0,0.0,0.001257,0.2954,3.39,6.95,2.0
9.54,0.3005,0.6733,0.4404,0.01499,19.06,0.5845,0.011154,0.0001935,3.3e-06,6e-08,0.0,0.0,0.0,6e-08,0.00407,0.671,5.117,6.754,3.0
6.008,0.3,0.6733,0.442,0.01503,18.84,0.5576,0.01026,0.0001715,2.8e-06,6e-08,0.0,0.0,0.0,6e-08,0.00449,0.715,5.258,6.7,4.0
5.195,0.3372,0.6523,0.4873,0.0174,19.58,0.6035,0.011345,0.0001929,3.16e-06,6e-08,0.0,0.0,0.0,0.0,0.002197,0.4758,4.312,6.4,0.0
1.815,0.317,0.6445,0.457,0.0182,19.64,0.5923,0.010796,0.0001777,2.86e-06,6e-08,0.0,0.0,0.0,0.0,0.001856,0.4365,4.137,6.266,1.0
-19.53,0.3616,0.6855,0.4888,0.01677,22.36,1.293,0.04697,0.001555,5.007e-05,1.6e-06,6e-08,0.0,0.0,0.0,0.0007257,0.1943,2.543,5.94,2.0
12.69,0.3186,0.6924,0.4646,0.01492,19.25,0.6685,0.0147,0.000295,5.8e-06,1e-07,0.0,0.0,0.0,6e-08,0.004486,0.664,4.953,6.72,3.0
16.75,0.3342,0.6772,0.4897,0.01608,18.95,0.5903,0.01148,0.000203,3.46e-06,6e-08,0.0,0.0,0.0,6e-08,0.004135,0.6587,4.94,6.484,4.0
5.195,0.3372,0.6523,0.4873,0.0174,19.58,0.6035,0.011345,0.0001929,3.16e-06,6e-08,0.0,0.0,0.0,0.0,0.002197,0.4758,4.312,6.4,0.0
20.9,0.3276,0.674,0.4788,0.01604,19.11,0.6006,0.01174,0.0002085,3.6e-06,6e-08,0.0,0.0,0.0,6e-08,0.003727,0.6245,4.85,6.535,1.0
3.393,0.3264,0.6963,0.4814,0.01453,18.75,0.609,0.01255,0.0002363,4.35e-06,6e-08,0.0,0.0,0.0,1e-07,0.006004,0.7935,5.38,6.688,2.0
20.0,0.324,0.693,0.4739,0.01624,19.0,0.6426,0.01376,0.000269,5.1e-06,1e-07,0.0,0.0,0.0,6e-08,0.004642,0.668,4.848,6.4,3.0
3.043,0.3342,0.659,0.4944,0.01588,18.56,0.492,0.008,0.00011796,1.67e-06,0.0,0.0,0.0,0.0,6e-08,0.0042,0.717,5.293,6.508,4.0
-12.09,0.3372,0.6675,0.472,0.01758,20.97,0.882,0.02293,0.000541,1.24e-05,3e-07,0.0,0.0,0.0,0.0,0.001256,0.3057,3.346,6.242,0.0
21.6,0.3276,0.682,0.4778,0.01604,19.19,0.636,0.01322,0.00025,4.6e-06,6e-08,0.0,0.0,0.0,6e-08,0.00388,0.6206,4.777,6.516,1.0
19.0,0.3345,0.6855,0.4888,0.01567,19.11,0.633,0.013176,0.0002499,4.6e-06,6e-08,0.0,0.0,0.0,6e-08,0.004265,0.6543,4.902,6.562,2.0
15.75,0.3298,0.696,0.4832,0.01593,18.92,0.6396,0.01372,0.0002687,5.1e-06,1e-07,0.0,0.0,0.0,1e-07,0.005016,0.6978,4.953,6.438,3.0
