like1,parn,parD,parq,parLambda,simulation_0,simulation_1,simulation_2,simulation_3,simulation_4,simulation_5,simulation_6,simulation_7,simulation_8,simulation_9,simulation_10,simulation_11,simulation_12,simulation_13,chain
-42.62,0.4827,0.6357,0.3079,0.01752,22.39,17.44,8.14,3.422,1.391,0.5586,0.2231,0.0,0.0,0.0,0.0,1e-07,2.85e-05,0.001174,0.0
-39.62,0.4265,0.6807,0.3477,0.01528,26.61,12.89,3.91,1.079,0.2896,0.0769,0.02034,0.0,0.0,0.0,0.0,2.354e-05,0.002676,0.05365,1.0
-34.1,0.348,0.644,0.407,0.004642,29.05,3.717,0.2876,0.02008,0.001358,9.07e-05,6e-06,0.0,0.0,0.0,1.556e-05,0.01562,0.631,4.07,2.0
-42.03,0.4255,0.573,0.34,0.00548,29.7,15.1,4.285,1.075,0.2593,0.0615,0.01449,0.0,0.0,0.0,0.0,1.9e-06,0.000611,0.02458,3.0
-22.84,0.3027,0.6924,0.4744,0.007717,16.33,0.3262,0.00412,4.745e-05,5.4e-07,0.0,0.0,0.0,0.0,7e-07,0.02415,2.055,8.81,6.87,4.0
-41.03,0.4893,0.6177,0.3108,0.02988,21.12,15.64,6.81,2.654,0.9995,0.3716,0.1373,0.0,0.0,0.0,0.0,6e-08,1.31e-05,0.000572,0.0
-27.69,0.3057,0.5845,0.4749,0.001481,17.0,0.199,0.001317,7.75e-06,6e-08,0.0,0.0,0.0,0.0,0.0,0.00753,1.689,10.945,9.37,1.0
-37.84,0.3767,0.5713,0.4126,0.004642,31.97,4.777,0.3977,0.02927,0.002068,0.0001438,9.95e-06,0.0,0.0,0.0,5e-07,0.001723,0.1636,1.959,2.0
-39.8,0.361,0.4536,0.302,0.02763,30.31,10.77,1.765,0.2437,0.0317,0.00402,0.0005035,0.0,0.0,0.0,0.0,6e-08,7.474e-05,0.006203,3.0
-20.86,0.3027,0.6924,0.4744,0.01837,15.484,0.2932,0.00351,3.84e-05,4e-07,0.0,0.0,0.0,0.0,6e-07,0.01952,1.575,6.402,4.73,4.0
-42.94,0.4893,0.6177,0.3145,0.01544,22.95,17.92,8.23,3.383,1.343,0.5264,0.2051,0.0,0.0,0.0,0.0,6e-08,2.43e-05,0.001119,0.0
-15.77,0.3096,0.6616,0.4392,0.02902,19.25,0.676,0.01458,0.0002851,5.4e-06,1e-07,0.0,0.0,0.0,0.0,0.00127,0.2769,2.645,4.24,1.0
-44.6,0.461,0.5835,0.2532,0.01692,19.64,19.52,10.97,5.47,2.621,1.237,0.5806,0.0,0.0,0.0,0.0,0.0,8.3e-07,6.32e-05,2.0
-18.66,0.361,0.6646,0.4966,0.02763,20.69,0.9287,0.02571,0.0006456,1.574e-05,3.6e-07,0.0,0.0,0.0,0.0,0.0006537,0.1766,2.117,4.285,3.0
-39.9,0.4255,0.6606,0.34,0.01613,26.53,13.31,4.105,1.147,0.3108,0.0833,0.02223,0.0,0.0,0.0,0.0,1.1e-05,0.001523,0.03513,4.0
-42.3,0.484,0.639,0.308,0.01947,22.12,17.08,7.92,3.31,1.34,0.535,0.213,0.0,0.0,0.0,0.0,1e-07,2.83e-05,0.001134,0.0
-13.516,0.3545,0.69,0.4934,0.01528,21.31,1.034,0.03165,0.0008836,2.396e-05,6.6e-07,0.0,0.0,0.0,0.0,0.001515,0.3237,3.443,6.61,1.0
-36.03,0.3867,0.6836,0.4104,0.00995,28.83,6.17,0.83,0.1016,0.012085,0.001424,0.0001671,0.0,0.0,0.0,3.34e-06,0.003378,0.1659,1.448,2.0
-31.28,0.4114,0.6646,0.4849,0.02463,25.78,3.023,0.2188,0.01435,0.0009136,5.75e-05,3.6e-06,0.0,0.0,0.0,1.86e-05,0.01311,0.4104,2.172,3.0
-38.75,0.416,0.632,0.3206,0.02934,24.7,12.52,3.791,1.032,0.2717,0.0706,0.01828,0.0,0.0,0.0,0.0,2.2e-06,0.0003903,0.01071,4.0
-41.47,0.4893,0.6206,0.3108,0.02644,21.47,16.14,7.168,2.854,1.098,0.4165,0.1572,0.0,0.0,0.0,0.0,6e-08,1.556e-05,0.0006747,0.0
-38.9,0.4958,0.6665,0.3972,0.0229,25.6,12.37,3.695,1.001,0.2632,0.0685,0.01775,0.0,0.0,0.0,0.0,1.09e-05,0.001385,0.02983,1.0
-47.84,0.476,0.6006,0.2212,0.004642,17.52,21.86,15.74,10.11,6.254,3.814,2.314,0.0,0.0,0.0,0.0,0.0,2e-07,1.38e-05,2.0
-18.66,0.361,0.6646,0.4966,0.02763,20.69,0.9287,0.02571,0.0006456,1.574e-05,3.6e-07,0.0,0.0,0.0,0.0,0.0006537,0.1766,2.117,4.285,3.0
-15.3,0.316,0.687,0.436,0.01863,21.3,1.0625,0.03336,0.000955,2.66e-05,7e-07,0.0,0.0,0.0,0.0,0.001155,0.2612,2.912,5.82,4.0
-43.16,0.4893,0.6455,0.3079,0.014435,22.39,18.02,8.78,3.861,1.644,0.692,0.2898,0.0,0.0,0.0,0.0,1e-07,3.09e-05,0.001243,0.0
-3.406,0.3389,0.69,0.4934,0.012085,19.62,0.6934,0.015465,0.0003147,6.2e-06,1e-07,0.0,0.0,0.0,6e-08,0.004414,0.6875,5.324,7.45,1.0
-31.06,0.398,0.6997,0.4875,0.001923,27.28,3.2,0.2388,0.01628,0.0010805,7.105e-05,4.65e-06,0.0,0.0,0.0,0.0001315,0.0603,1.438,6.35,2.0
-35.72,0.361,0.6567,0.3542,0.02763,27.1,6.906,1.078,0.1522,0.02083,0.00282,0.00038,0.0,0.0,0.0,2.4e-07,0.0003603,0.02608,0.3123,3.0
-21.61,0.3057,0.687,0.433,0.003527,21.77,0.9697,0.0272,0.000696,1.73e-05,4e-07,0.0,0.0,0.0,6e-08,0.002825,0.5713,5.688,10.16,4.0
-41.47,0.4893,0.6206,0.3108,0.02644,21.47,16.14,7.168,2.854,1.098,0.4165,0.1572,0.0,0.0,0.0,0.0,6e-08,1.556e-05,0.0006747,0.0
-22.03,0.3694,0.69,0.4934,0.012085,23.31,1.516,0.06216,0.002325,8.46e-05,3.04e-06,1e-07,0.0,0.0,0.0,0.0006423,0.1838,2.62,6.74,1.0
-23.83,0.322,0.6997,0.4875,0.001923,18.64,0.5327,0.00968,0.0001609,2.6e-06,6e-08,0.0,0.0,0.0,3.6e-07,0.01392,1.557,9.05,9.734,2.0
-38.9,0.361,0.597,0.3188,0.0184,28.94,10.375,2.137,0.392,0.06934,0.012085,0.002092,0.0,0.0,0.0,0.0,2e-05,0.00348,0.0836,3.0
-40.97,0.4424,0.6294,0.2825,0.02928,21.2,15.55,6.793,2.668,1.013,0.3796,0.1416,0.0,0.0,0.0,0.0,6e-08,1.824e-05,0.0007343,4.0
-41.47,0.4893,0.6206,0.3108,0.02644,21.47,16.14,7.168,2.854,1.098,0.4165,0.1572,0.0,0.0,0.0,0.0,6e-08,1.556e-05,0.0006747,0.0
-25.55,0.301,0.69,0.4849,0.01288,14.516,0.2173,0.002054,1.77e-05,1e-07,0.0,0.0,0.0,0.0,1.43e-06,0.0376,2.479,8.14,4.824,1.0
-14.65,0.3027,0.6978,0.4395,0.00742,20.2,0.7744,0.01888,0.00042,9.1e-06,2e-07,0.0,0.0,0.0,6e-08,0.00493,0.757,5.996,8.75,2.0
-23.56,0.374,0.654,0.4932,0.02116,23.12,1.378,0.05014,0.00165,5.263e-05,1.67e-06,6e-08,0.0,0.0,0.0,0.0002359,0.0969,1.681,4.78,3.0
-15.48,0.316,0.6797,0.436,0.01863,21.36,1.036,0.03143,0.0008683,2.33e-05,6e-07,0.0,0.0,0.0,0.0,0.001052,0.253,2.898,5.85,4.0
-41.53,0.469,0.6206,0.3108,0.02275,22.72,16.22,6.83,2.578,0.9404,0.3384,0.1212,0.0,0.0,0.0,0.0,1e-07,3.4e-05,0.0014,0.0
-3.98,0.3389,0.68,0.4934,0.012085,19.66,0.666,0.01413,0.0002728,5.1e-06,1e-07,0.0,0.0,0.0,6e-08,0.003975,0.6665,5.33,7.504,1.0
-38.9,0.446,0.645,0.4395,0.003428,30.88,8.62,1.456,0.222,0.03278,0.004784,0.0006948,0.0,0.0,0.0,3e-07,0.0005965,0.0522,0.731,2.0
-32.44,0.374,0.654,0.425,0.02896,26.06,3.514,0.2893,0.02153,0.001554,0.00011086,7.87e-06,0.0,0.0,0.0,5.8e-06,0.005398,0.2117,1.363,3.0
-27.53,0.3872,0.6357,0.49,0.0276,24.0,1.697,0.07196,0.002747,0.0001014,3.7e-06,1e-07,0.0,0.0,0.0,5.67e-05,0.03525,0.844,3.154,4.0
-41.53,0.469,0.6206,0.3108,0.02275,22.72,16.22,6.83,2.578,0.9404,0.3384,0.1212,0.0,0.0,0.0,0.0,1e-07,3.4e-05,0.0014,0.0
-31.19,0.4238,0.68,0.4934,0.02844,25.25,3.215,0.2559,0.01854,0.001306,9.096e-05,6.3e-06,0.0,0.0,0.0,1.74e-05,0.01097,0.329,1.74,1.0
-14.65,0.3027,0.6978,0.4395,0.00742,20.2,0.7744,0.01888,0.00042,9.1e-06,2e-07,0.0,0.0,0.0,6e-08,0.00493,0.757,5.996,8.75,2.0
-37.22,0.374,0.579,0.3682,0.02393,29.4,6.703,0.859,0.09753,0.01064,0.001143,0.000122,0.0,0.0,0.0,0.0,0.00011903,0.01588,0.275,3.0
-15.664,0.3137,0.698,0.4363,0.01102,21.75,1.115,0.03638,0.001083,3.14e-05,9e-07,0.0,0.0,0.0,0.0,0.001802,0.3696,3.91,7.625,4.0
-41.84,0.482,0.621,0.3108,0.02275,22.16,16.58,7.32,2.898,1.108,0.4185,0.1572,0.0,0.0,0.0,0.0,6e-08,2.2e-05,0.0009494,0.0
-8.945,0.3389,0.591,0.4934,0.012085,19.9,0.4304,0.00531,5.823e-05,6e-07,0.0,0.0,0.0,0.0,0.0,0.001271,0.474,5.31,8.04,1.0
-38.62,0.4656,0.6978,0.435,0.00742,28.88,10.086,2.238,0.454,0.0896,0.0175,0.003412,0.0,0.0,0.0,3e-07,0.0004294,0.03099,0.4119,2.0
-40.25,0.4946,0.604,0.3396,0.02986,22.81,14.74,5.52,1.846,0.5947,0.189,0.0597,0.0,0.0,0.0,0.0,1e-07,3.58e-05,0.001485,3.0
-30.08,0.3167,0.687,0.3909,0.007103,26.6,2.82,0.1884,0.01146,0.000678,3.97e-05,2.3e-06,0.0,0.0,0.0,0.0001139,0.05493,1.304,5.547,4.0
-43.12,0.461,0.636,0.2627,0.02185,19.72,17.64,9.46,4.57,2.135,0.985,0.4524,0.0,0.0,0.0,0.0,0.0,4.65e-06,0.0002201,0.0
-34.94,0.3389,0.6055,0.3713,0.0235,28.3,4.184,0.3586,0.02747,0.002028,0.0001477,1.067e-05,0.0,0.0,0.0,8.3e-07,0.001743,0.1156,1.088,1.0
-34.3,0.3027,0.6978,0.3433,0.005264,28.5,4.81,0.5156,0.05048,0.00481,0.0004542,4.274e-05,0.0,0.0,0.0,2.11e-05,0.01426,0.497,3.191,2.0
-22.56,0.3132,0.654,0.4932,0.02116,14.93,0.2157,0.001904,1.52e-05,1e-07,0.0,0.0,0.0,0.0,2.4e-07,0.014626,1.458,6.125,4.227,3.0
-38.56,0.4067,0.6523,0.41,0.002048,30.92,8.05,1.278,0.1835,0.02551,0.003508,0.0004802,0.0,0.0,0.0,6e-07,0.001067,0.0818,1.024,4.0
-39.66,0.482,0.5996,0.3787,0.02275,26.42,13.06,3.72,0.945,0.2313,0.0558,0.01338,0.0,0.0,0.0,0.0,1.7e-06,0.0004091,0.01335,0.0
-15.0,0.326,0.68,0.497,0.012085,17.34,0.4014,0.005817,7.67e-05,9.5e-07,0.0,0.0,0.0,0.0,2.4e-07,0.011154,1.277,6.977,6.71,1.0
-36.56,0.4177,0.635,0.464,0.001551,30.67,5.066,0.501,0.0446,0.00384,0.0003264,2.76e-05,0.0,0.0,0.0,3.9e-06,0.00568,0.3213,2.824,2.0
-18.1,0.3345,0.6387,0.4587,0.02205,21.58,0.915,0.02335,0.0005364,1.19e-05,2.4e-07,0.0,0.0,0.0,0.0,0.000476,0.1707,2.393,5.277,3.0
-27.75,0.3179,0.643,0.417,0.003605,25.6,1.656,0.06476,0.002283,7.796e-05,2.6e-06,6e-08,0.0,0.0,0.0,0.0002482,0.1283,2.648,8.7,4.0
-39.2,0.4995,0.55,0.3975,0.02797,26.92,12.21,2.998,0.646,0.1333,0.02702,0.00544,0.0,0.0,0.0,0.0,5.4e-07,0.0001936,0.00828,0.0
-37.53,0.4956,0.5557,0.4583,0.0294,28.86,7.926,1.1875,0.1564,0.01974,0.00245,0.0003018,0.0,0.0,0.0,0.0,1.62e-05,0.003378,0.0837,1.0
-10.77,0.3027,0.6978,0.4395,0.00936,20.02,0.76,0.01833,0.0004041,8.64e-06,2e-07,0.0,0.0,0.0,6e-08,0.004738,0.721,5.656,8.17,2.0
-39.8,0.485,0.4946,0.4211,0.02205,30.75,10.266,1.704,0.243,0.03293,0.00436,0.000572,0.0,0.0,0.0,0.0,8.3e-07,0.0004756,0.02411,3.0
-15.664,0.3137,0.698,0.4363,0.01102,21.75,1.115,0.03638,0.001083,3.14e-05,9e-07,0.0,0.0,0.0,0.0,0.001802,0.3696,3.91,7.625,4.0
-39.25,0.4697,0.55,0.4163,0.0197,29.94,10.02,1.816,0.2888,0.04398,0.00658,0.0009775,0.0,0.0,0.0,0.0,7e-06,0.001895,0.0598,0.0
-37.8,0.4702,0.555,0.4766,0.0194,30.72,6.016,0.642,0.06024,0.00542,0.000479,4.2e-05,0.0,0.0,0.0,0.0,0.0001636,0.02434,0.4304,1.0
-10.77,0.3027,0.6978,0.4395,0.00936,20.02,0.76,0.01833,0.0004041,8.64e-06,2e-07,0.0,0.0,0.0,6e-08,0.004738,0.721,5.656,8.17,2.0
-20.31,0.3008,0.656,0.4062,0.02205,22.06,1.119,0.03473,0.0009747,2.65e-05,7e-07,0.0,0.0,0.0,0.0,0.0004253,0.1448,2.098,5.02,3.0
-13.03,0.3442,0.683,0.4817,0.01332,21.31,0.975,0.02798,0.0007315,1.86e-05,5e-07,0.0,0.0,0.0,0.0,0.001665,0.363,3.828,7.164,4.0
-38.72,0.4954,0.5376,0.452,0.02301,30.14,8.766,1.355,0.1832,0.02367,0.003002,0.0003777,0.0,0.0,0.0,0.0,9.2e-06,0.002508,0.07587,0.0
-21.72,0.3389,0.68,0.4546,0.012085,23.25,1.421,0.05435,0.001891,6.396e-05,2.15e-06,6e-08,0.0,0.0,0.0,0.000621,0.1876,2.705,6.867,1.0
-23.28,0.311,0.6646,0.4587,0.00202,20.02,0.598,0.011024,0.0001842,3e-06,6e-08,0.0,0.0,0.0,6e-08,0.005554,0.992,7.88,10.586,2.0
-9.19,0.33,0.636,0.4685,0.02101,20.16,0.6533,0.0127,0.0002224,3.76e-06,6e-08,0.0,0.0,0.0,0.0,0.001075,0.3052,3.346,5.727,3.0
-37.47,0.4937,0.5483,0.4924,0.02484,30.1,6.086,0.6646,0.0636,0.00583,0.000525,4.69e-05,0.0,0.0,0.0,0.0,8.6e-05,0.014366,0.2773,4.0
-39.75,0.4954,0.5376,0.403,0.02301,28.3,12.234,2.814,0.566,0.10864,0.0205,0.003834,0.0,0.0,0.0,0.0,6.6e-07,0.0002732,0.01229,0.0
-39.1,0.4995,0.68,0.43,0.014046,27.52,11.664,3.094,0.7466,0.175,0.04062,0.00939,0.0,0.0,0.0,6e-08,6.31e-05,0.00631,0.1111,1.0
-11.88,0.3062,0.6978,0.4395,0.00936,20.52,0.8447,0.0221,0.0005283,1.23e-05,3e-07,0.0,0.0,0.0,6e-08,0.003738,0.617,5.25,8.22,2.0
-18.11,0.3345,0.6387,0.4587,0.02206,21.58,0.916,0.02336,0.0005374,1.2e-05,2.4e-07,0.0,0.0,0.0,0.0,0.000475,0.1704,2.39,5.273,3.0
-19.31,0.3516,0.6797,0.4973,0.005814,21.69,0.9443,0.02574,0.0006385,1.54e-05,3.6e-07,0.0,0.0,0.0,0.0,0.002338,0.505,5.195,9.414,4.0
-39.6,0.491,0.5347,0.4128,0.02199,29.14,11.375,2.354,0.4253,0.07336,0.01243,0.002089,0.0,0.0,0.0,0.0,1.4e-06,0.0005116,0.02122,0.0
-38.1,0.4695,0.5596,0.4934,0.012085,31.56,5.45,0.5156,0.04297,0.003431,0.0002697,2.104e-05,0.0,0.0,0.0,1e-07,0.000476,0.05945,0.897,1.0
-7.707,0.3027,0.699,0.4395,0.010605,19.88,0.7544,0.0182,0.0004017,8.64e-06,2e-07,0.0,0.0,0.0,6e-08,0.00469,0.702,5.45,7.816,2.0
-38.47,0.4536,0.511,0.4104,0.02829,29.97,8.44,1.214,0.151,0.0179,0.002079,0.0002391,0.0,0.0,0.0,0.0,3.34e-06,0.001242,0.04544,3.0
-15.6,0.3442,0.608,0.4817,0.02571,20.48,0.6333,0.0114,0.0001832,2.86e-06,6e-08,0.0,0.0,0.0,0.0,0.0004618,0.188,2.541,4.914,4.0
-40.0,0.491,0.4597,0.4128,0.02563,30.56,10.83,1.79,0.2502,0.033,0.004246,0.0005393,0.0,0.0,0.0,0.0,1e-07,0.0001037,0.008,0.0
-16.67,0.3557,0.664,0.4934,0.012085,21.98,1.001,0.0281,0.0007157,1.77e-05,4e-07,0.0,0.0,0.0,0.0,0.001085,0.2988,3.643,7.496,1.0
-16.89,0.3027,0.643,0.4236,0.010605,21.89,0.8643,0.02061,0.0004435,9.24e-06,2e-07,0.0,0.0,0.0,0.0,0.001029,0.323,4.055,8.11,2.0
-10.93,0.3003,0.6523,0.423,0.01978,20.56,0.767,0.01744,0.0003586,7.15e-06,1e-07,0.0,0.0,0.0,0.0,0.001131,0.2974,3.27,5.88,3.0
-21.23,0.3528,0.683,0.494,0.004658,22.25,1.061,0.03174,0.0008645,2.29e-05,6e-07,0.0,0.0,0.0,0.0,0.001993,0.453,4.977,9.7,4.0
-39.25,0.4954,0.5054,0.4258,0.02563,29.73,10.24,1.786,0.2688,0.0385,0.005398,0.00075,0.0,0.0,0.0,0.0,9e-07,0.000427,0.02017,0.0
-21.94,0.353,0.673,0.4932,0.004406,22.45,1.046,0.0303,0.0007977,2.04e-05,5.4e-07,0.0,0.0,0.0,0.0,0.001675,0.4214,4.9,9.836,1.0
-16.95,0.3176,0.699,0.4395,0.010605,22.02,1.18,0.04025,0.001255,3.81e-05,1.13e-06,6e-08,0.0,0.0,0.0,0.001631,0.345,3.783,7.668,2.0
-25.5,0.3662,0.617,0.4775,0.02249,23.81,1.322,0.04318,0.001263,3.564e-05,1e-06,0.0,0.0,0.0,0.0,9.453e-05,0.0605,1.35,4.434,3.0
-35.28,0.3875,0.57,0.4612,0.001903,30.58,2.863,0.149,0.00685,0.0003026,1.32e-05,6e-07,0.0,0.0,0.0,4.7e-06,0.0108,0.653,4.953,4.0
-38.9,0.4812,0.5054,0.4258,0.02667,30.06,9.234,1.4375,0.1931,0.02467,0.003088,0.0003827,0.0,0.0,0.0,0.0,1.7e-06,0.00075,0.03162,0.0
-27.83,0.3882,0.661,0.4934,0.012085,25.42,2.05,0.1016,0.004566,0.0001988,8.6e-06,3.6e-07,0.0,0.0,0.0,0.0001336,0.0676,1.495,5.535,1.0
-16.75,0.3027,0.481,0.4395,0.010605,20.31,0.2096,0.00105,4.5e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0001599,0.2499,5.246,9.4,2.0
-13.47,0.33,0.5527,0.4648,0.02101,20.95,0.4646,0.0056,5.925e-05,6e-07,0.0,0.0,0.0,0.0,0.0,0.0002315,0.1715,2.984,6.11,3.0
-18.23,0.3367,0.646,0.4607,0.02083,21.75,0.973,0.02637,0.000645,1.53e-05,3.6e-07,0.0,0.0,0.0,0.0,0.000516,0.1763,2.445,5.45,4.0
-39.25,0.4932,0.545,0.437,0.0202,29.98,9.96,1.779,0.2783,0.04166,0.006126,0.000894,0.0,0.0,0.0,0.0,6.14e-06,0.001745,0.0567,0.0
-3.98,0.3389,0.68,0.4934,0.012085,19.66,0.666,0.01413,0.0002728,5.1e-06,1e-07,0.0,0.0,0.0,6e-08,0.003975,0.6665,5.33,7.504,1.0
-9.04,0.309,0.699,0.4395,0.01207,20.66,0.9043,0.02518,0.000641,1.585e-05,4e-07,0.0,0.0,0.0,6e-08,0.00292,0.5044,4.516,7.473,2.0
-9.02,0.3113,0.636,0.4685,0.01828,17.5,0.3525,0.00426,4.64e-05,5e-07,0.0,0.0,0.0,0.0,6e-08,0.004555,0.804,5.48,5.824,3.0
-14.62,0.3442,0.643,0.4817,0.01332,21.56,0.835,0.01952,0.0004113,8.4e-06,2e-07,0.0,0.0,0.0,0.0,0.000986,0.3044,3.758,7.38,4.0
-38.6,0.474,0.5923,0.4502,0.01526,30.22,8.48,1.358,0.1936,0.02655,0.00359,0.0004823,0.0,0.0,0.0,0.0,8.774e-05,0.01258,0.2451,0.0
-31.89,0.391,0.629,0.475,0.01015,27.6,2.67,0.1537,0.00796,0.000398,1.967e-05,9.5e-07,0.0,0.0,0.0,2.563e-05,0.02403,0.8374,4.46,1.0
-38.9,0.429,0.611,0.4087,0.010605,30.48,8.875,1.508,0.229,0.03357,0.004856,0.000698,0.0,0.0,0.0,6e-08,0.0001478,0.01834,0.3284,2.0
-23.14,0.319,0.6523,0.423,0.01701,23.4,1.364,0.0485,0.001557,4.846e-05,1.5e-06,6e-08,0.0,0.0,0.0,0.0002851,0.1171,2.012,5.65,3.0
-25.34,0.3442,0.683,0.4817,0.0004222,22.73,1.109,0.03397,0.0009465,2.563e-05,7e-07,0.0,0.0,0.0,0.0,0.002155,0.5015,5.637,11.25,4.0
-38.97,0.474,0.517,0.4849,0.01526,32.47,5.684,0.513,0.0402,0.002998,0.0002193,1.59e-05,0.0,0.0,0.0,0.0,0.00010365,0.02211,0.4785,0.0
-36.5,0.4277,0.543,0.4934,0.00758,31.22,3.133,0.1686,0.00794,0.0003579,1.585e-05,7e-07,0.0,0.0,0.0,8.3e-07,0.003345,0.295,2.943,1.0
-1.098,0.3027,0.699,0.4395,0.01269,19.67,0.739,0.01765,0.0003853,8.17e-06,2e-07,0.0,0.0,0.0,6e-08,0.004498,0.6665,5.12,7.27,2.0
-9.914,0.3113,0.639,0.4685,0.0195,17.39,0.354,0.004337,4.786e-05,5.4e-07,0.0,0.0,0.0,0.0,6e-08,0.0046,0.787,5.273,5.566,3.0
-38.16,0.4812,0.583,0.4956,0.01078,31.25,6.29,0.715,0.0721,0.00699,0.000667,6.33e-05,0.0,0.0,0.0,1e-07,0.00047,0.0531,0.7896,4.0
-39.12,0.4785,0.5195,0.475,0.01628,32.25,6.54,0.686,0.0625,0.00543,0.000462,3.9e-05,0.0,0.0,0.0,0.0,5.23e-05,0.01248,0.3057,0.0
-29.88,0.3792,0.68,0.4653,0.0127,26.11,2.72,0.1775,0.01054,0.0006075,3.47e-05,1.97e-06,0.0,0.0,0.0,8.03e-05,0.0414,1.018,4.41,1.0
-39.5,0.4385,0.5435,0.4216,0.01269,32.03,8.0,1.071,0.1257,0.0141,0.001554,0.0001699,0.0,0.0,0.0,0.0,4.566e-05,0.00998,0.2474,2.0
-11.44,0.3113,0.636,0.4685,0.01223,18.05,0.3745,0.004665,5.233e-05,6e-07,0.0,0.0,0.0,0.0,6e-08,0.005142,0.9355,6.566,7.195,3.0
-12.06,0.3513,0.63,0.4937,0.01804,20.97,0.727,0.01503,0.0002792,5e-06,6e-08,0.0,0.0,0.0,0.0,0.0008183,0.2705,3.346,6.344,4.0
-38.7,0.4785,0.5947,0.475,0.009636,31.17,7.57,1.053,0.1304,0.01556,0.001828,0.0002135,0.0,0.0,0.0,6e-08,0.0002692,0.03256,0.54,0.0
-25.31,0.3726,0.675,0.4854,0.01189,24.42,1.773,0.0802,0.003298,0.0001316,5.2e-06,2e-07,0.0,0.0,0.0,0.0002956,0.113,2.014,6.234,1.0
-1.349,0.3027,0.699,0.439,0.01269,19.72,0.746,0.01796,0.0003953,8.46e-06,2e-07,0.0,0.0,0.0,6e-08,0.0044,0.6567,5.086,7.273,2.0
-1.153,0.3262,0.636,0.4688,0.01828,19.83,0.59,0.01053,0.0001693,2.6e-06,6e-08,0.0,0.0,0.0,0.0,0.001531,0.399,4.01,6.3,3.0
-12.06,0.3513,0.63,0.4937,0.01804,20.97,0.727,0.01503,0.0002792,5e-06,6e-08,0.0,0.0,0.0,0.0,0.0008183,0.2705,3.346,6.344,4.0
-39.0,0.489,0.5527,0.4753,0.01464,31.48,7.566,0.988,0.1132,0.012436,0.001342,0.0001438,0.0,0.0,0.0,0.0,6.783e-05,0.01278,0.2832,0.0
-21.16,0.36,0.675,0.4856,0.011894,23.11,1.338,0.04828,0.001583,5.04e-05,1.6e-06,6e-08,0.0,0.0,0.0,0.000658,0.2007,2.852,7.047,1.0
-37.9,0.4397,0.629,0.4443,0.009636,30.31,7.246,1.031,0.1318,0.0163,0.00199,0.0002415,0.0,0.0,0.0,3e-07,0.0006666,0.0574,0.7554,2.0
-1.153,0.3262,0.636,0.4688,0.01828,19.83,0.59,0.01053,0.0001693,2.6e-06,6e-08,0.0,0.0,0.0,0.0,0.001531,0.399,4.01,6.3,3.0
-31.8,0.3818,0.614,0.4604,0.01752,27.06,2.512,0.1366,0.00665,0.0003123,1.45e-05,6.6e-07,0.0,0.0,0.0,1.36e-05,0.01517,0.5815,3.254,4.0
-38.88,0.4678,0.5576,0.4543,0.01485,31.31,7.61,1.012,0.11835,0.013275,0.001463,0.0001601,0.0,0.0,0.0,0.0,7.355e-05,0.01323,0.2852,0.0
-24.48,0.3389,0.68,0.4414,0.01845,23.58,1.687,0.0755,0.003075,0.00012165,4.77e-06,2e-07,0.0,0.0,0.0,0.0002787,0.0986,1.662,4.94,1.0
-36.56,0.4138,0.6284,0.439,0.01269,29.66,5.668,0.645,0.066,0.00652,0.000636,6.175e-05,0.0,0.0,0.0,8.3e-07,0.001611,0.11145,1.176,2.0
-6.117,0.3262,0.636,0.4688,0.02191,19.47,0.569,0.00997,0.0001574,2.4e-06,6e-08,0.0,0.0,0.0,0.0,0.001423,0.3643,3.598,5.547,3.0
-38.75,0.4802,0.508,0.4937,0.01804,32.3,5.3,0.4421,0.03183,0.002182,0.0001465,9.8e-06,0.0,0.0,0.0,0.0,8.93e-05,0.02028,0.4473,4.0
-38.9,0.4482,0.611,0.4292,0.01015,30.58,8.74,1.459,0.2178,0.03137,0.004456,0.0006294,0.0,0.0,0.0,6e-08,0.000167,0.02036,0.358,0.0
-21.17,0.36,0.675,0.4856,0.01188,23.11,1.339,0.04834,0.001586,5.054e-05,1.6e-06,6e-08,0.0,0.0,0.0,0.0006576,0.2007,2.852,7.047,1.0
-39.1,0.3994,0.6797,0.3745,0.0048,29.66,10.2,2.197,0.4304,0.0819,0.01543,0.002895,0.0,0.0,0.0,2.4e-07,0.0003765,0.03061,0.438,2.0
-23.94,0.3657,0.6943,0.4773,0.01991,23.19,1.703,0.0793,0.00337,0.0001394,5.7e-06,2.4e-07,0.0,0.0,0.0,0.0003474,0.1063,1.654,4.7,3.0
-21.97,0.3406,0.6885,0.4524,0.01967,22.67,1.464,0.05957,0.00221,7.975e-05,2.86e-06,1e-07,0.0,0.0,0.0,0.0004778,0.1381,1.975,5.08,4.0
-36.7,0.4482,0.588,0.4941,0.01015,30.58,4.49,0.3748,0.02777,0.001982,0.0001392,9.7e-06,0.0,0.0,0.0,8.3e-07,0.002188,0.1711,1.794,0.0
-38.72,0.4612,0.5864,0.4602,0.00994,31.34,7.34,0.975,0.11505,0.01306,0.00146,0.0001622,0.0,0.0,0.0,6e-08,0.0002577,0.03262,0.551,1.0
-15.39,0.3135,0.664,0.4597,0.00749,19.8,0.6025,0.01131,0.0001923,3.16e-06,6e-08,0.0,0.0,0.0,6e-08,0.004272,0.7876,6.42,8.836,2.0
