like1,parn,parD,parq,parLambda,simulation_0,simulation_1,simulation_2,simulation_3,simulation_4,simulation_5,simulation_6,chain
-3.258,0.3347,0.576,0.4978,0.01388,18.55,0.2993,0.002705,0.001703,0.6035,5.875,7.344,0.0
-6.98,0.3218,0.4966,0.4546,0.0199,21.11,0.3127,0.002312,8.18e-05,0.1272,3.041,6.715,1.0
-6.26,0.3335,0.4895,0.4744,0.01826,20.89,0.2764,0.001802,8.726e-05,0.1433,3.4,7.188,2.0
-3.729,0.337,0.431,0.492,0.01689,19.12,0.1093,0.0002744,4.86e-05,0.1641,4.496,7.883,3.0
-5.34,0.3286,0.578,0.4944,0.0141,17.83,0.2588,0.00211,0.002384,0.7363,6.32,7.01,4.0
9.91,0.3398,0.6934,0.495,0.01663,19.14,0.6685,0.01477,0.004253,0.6265,4.668,6.332,0.0
-7.273,0.315,0.462,0.446,0.01874,21.14,0.2312,0.001184,3.844e-05,0.10345,3.123,7.26,1.0
-9.54,0.3472,0.5835,0.48,0.01397,22.52,0.722,0.0131,0.0002823,0.1757,3.143,7.418,2.0
7.1,0.3167,0.657,0.465,0.01689,18.86,0.5264,0.009,0.00337,0.619,4.88,6.38,3.0
-5.45,0.3274,0.5835,0.493,0.01392,17.81,0.267,0.002264,0.002615,0.7607,6.36,7.016,4.0
-11.73,0.3513,0.5605,0.475,0.013916,23.84,0.8135,0.01524,0.0001,0.0986,2.41,7.14,0.0
-7.59,0.3381,0.4844,0.477,0.01874,21.36,0.2942,0.001978,5.966e-05,0.1148,3.059,7.07,1.0
-6.73,0.3271,0.4597,0.4663,0.01729,20.89,0.2108,0.000993,4.57e-05,0.12054,3.488,7.68,2.0
5.15,0.3274,0.628,0.4805,0.01593,19.05,0.464,0.00673,0.002369,0.566,5.008,6.75,3.0
2.992,0.316,0.6704,0.4631,0.0185,18.73,0.557,0.01027,0.003672,0.609,4.605,5.984,4.0
-10.03,0.3586,0.537,0.4932,0.0184,22.61,0.57,0.007637,9.215e-05,0.1041,2.48,6.53,0.0
-0.668,0.3247,0.4844,0.477,0.01741,18.86,0.1698,0.0007467,0.0002182,0.2747,4.785,7.24,1.0
3.797,0.3286,0.6245,0.4814,0.01551,19.16,0.4644,0.00667,0.002216,0.5537,5.027,6.88,2.0
-1.327,0.337,0.491,0.492,0.01689,19.31,0.1968,0.000992,0.000211,0.2578,4.613,7.402,3.0
-8.266,0.316,0.6704,0.486,0.01663,16.5,0.3296,0.00408,0.01124,1.252,6.363,5.555,4.0
-3.617,0.3298,0.6934,0.495,0.01497,17.9,0.4995,0.00883,0.008354,0.9834,5.855,6.35,0.0
-6.84,0.3154,0.4844,0.477,0.01741,16.9,0.1092,0.0003448,0.0005364,0.4846,6.06,6.574,1.0
-5.566,0.3486,0.644,0.4917,0.0155,21.0,0.7656,0.01688,0.001135,0.325,3.74,6.875,2.0
7.13,0.3167,0.657,0.465,0.01688,18.86,0.5264,0.009,0.00337,0.619,4.883,6.383,3.0
3.57,0.3044,0.6704,0.447,0.01797,18.69,0.548,0.00997,0.003885,0.6357,4.742,6.08,4.0
-6.02,0.3262,0.6934,0.495,0.01663,17.2,0.4343,0.006943,0.01029,1.096,5.902,5.793,0.0
-2.354,0.3442,0.5146,0.4976,0.0172,19.9,0.2715,0.001902,0.0002556,0.2458,4.21,7.246,1.0
3.635,0.3293,0.614,0.483,0.01573,19.11,0.4324,0.00573,0.00196,0.5366,5.03,6.875,2.0
-1.6875,0.3042,0.4814,0.4497,0.01755,18.36,0.1487,0.0005856,0.0002546,0.3096,5.066,7.1,3.0
4.105,0.312,0.5615,0.458,0.01804,18.89,0.3066,0.002733,0.0008917,0.4106,4.723,6.61,4.0
8.05,0.3398,0.6934,0.495,0.01533,19.27,0.677,0.01507,0.004364,0.647,4.85,6.63,0.0
-0.668,0.3247,0.4844,0.477,0.01741,18.86,0.1698,0.0007467,0.0002182,0.2747,4.785,7.24,1.0
3.342,0.33,0.603,0.4846,0.01593,19.05,0.4016,0.0049,0.001727,0.52,5.04,6.875,2.0
-7.66,0.3347,0.657,0.465,0.014404,21.7,0.94,0.02493,0.000985,0.2808,3.434,6.96,3.0
-2.127,0.316,0.471,0.4631,0.01663,19.0,0.155,0.000603,0.0001557,0.2473,4.805,7.562,4.0
6.758,0.339,0.696,0.4934,0.0151,19.33,0.692,0.01572,0.004395,0.646,4.85,6.68,0.0
2.066,0.333,0.5605,0.4858,0.0169,19.36,0.333,0.003147,0.000762,0.378,4.652,6.95,1.0
3.0,0.3157,0.6953,0.4653,0.0157,18.66,0.6006,0.01226,0.005745,0.764,5.184,6.43,2.0
1.28,0.3167,0.527,0.465,0.0172,18.97,0.2424,0.001622,0.000503,0.3525,4.832,7.016,3.0
5.438,0.3225,0.6704,0.4722,0.01511,19.12,0.5854,0.011116,0.003796,0.6484,5.05,6.754,4.0
-9.766,0.3542,0.601,0.4858,0.015564,22.61,0.838,0.01793,0.0002978,0.1619,2.805,6.8,0.0
-10.05,0.333,0.5625,0.457,0.01724,22.67,0.679,0.01119,0.0001465,0.1227,2.58,6.62,1.0
-8.52,0.3381,0.67,0.4653,0.01419,22.03,1.073,0.0324,0.0009437,0.258,3.209,6.848,2.0
7.13,0.3167,0.657,0.465,0.01688,18.86,0.5264,0.009,0.00337,0.619,4.883,6.383,3.0
1.017,0.3044,0.672,0.4382,0.01692,19.77,0.6904,0.01498,0.002522,0.4827,4.242,6.426,4.0
-4.21,0.3398,0.467,0.495,0.01533,19.56,0.1664,0.00067,0.0001185,0.2173,4.695,8.04,0.0
2.066,0.333,0.5605,0.4858,0.0169,19.36,0.333,0.003147,0.000762,0.378,4.652,6.95,1.0
5.35,0.3157,0.6924,0.4636,0.01545,18.88,0.619,0.01284,0.005154,0.7227,5.1,6.54,2.0
7.13,0.3167,0.657,0.465,0.01688,18.86,0.5264,0.009,0.00337,0.619,4.883,6.383,3.0
-0.4373,0.3044,0.6694,0.4368,0.01672,19.95,0.709,0.0156,0.002275,0.4565,4.16,6.49,4.0
-9.766,0.3542,0.601,0.4858,0.01557,22.6,0.8374,0.01791,0.000298,0.162,2.805,6.8,0.0
-11.89,0.3618,0.5605,0.4858,0.01677,23.84,0.8486,0.01657,7.83e-05,0.0803,2.045,6.312,1.0
-0.0633,0.3088,0.5596,0.4543,0.01545,19.0,0.3013,0.002619,0.0009694,0.4521,5.2,7.215,2.0
5.504,0.3167,0.6123,0.465,0.01656,18.98,0.4207,0.005447,0.001931,0.5303,4.94,6.68,3.0
5.72,0.316,0.6353,0.4646,0.01663,18.84,0.4658,0.006905,0.002708,0.5923,4.98,6.523,4.0
-0.9365,0.3252,0.5957,0.4763,0.014114,19.34,0.403,0.004818,0.001536,0.5103,5.24,7.395,0.0
1.875,0.3345,0.5605,0.4858,0.01862,19.42,0.3442,0.00335,0.0006604,0.3374,4.277,6.58,1.0
-1.897,0.3,0.615,0.4446,0.01378,18.75,0.3965,0.004917,0.00266,0.663,5.715,7.215,2.0
-1.454,0.3223,0.61,0.474,0.01361,19.12,0.4153,0.005257,0.002117,0.5894,5.496,7.383,3.0
-1.505,0.3,0.619,0.4443,0.01398,18.75,0.4048,0.005146,0.002752,0.665,5.668,7.152,4.0
-9.9,0.3555,0.601,0.4858,0.017,22.6,0.8516,0.01854,0.0002673,0.1477,2.604,6.42,0.0
3.672,0.3345,0.5605,0.488,0.01862,19.16,0.3247,0.003023,0.0007496,0.3662,4.445,6.54,1.0
-10.2,0.3157,0.6924,0.4937,0.013885,15.92,0.312,0.00387,0.02061,1.728,7.285,5.586,2.0
5.367,0.3164,0.676,0.4653,0.0159,18.83,0.569,0.010704,0.00438,0.689,5.07,6.504,3.0
-7.605,0.316,0.6704,0.484,0.01663,16.73,0.348,0.004482,0.01016,1.179,6.234,5.66,4.0
-8.92,0.3398,0.6934,0.4636,0.01533,22.1,1.242,0.04425,0.001021,0.2423,2.908,6.36,0.0
-10.07,0.3545,0.58,0.485,0.01752,22.67,0.7637,0.01449,0.0001864,0.1294,2.525,6.418,1.0
5.35,0.3157,0.6924,0.4636,0.01545,18.88,0.619,0.01284,0.005154,0.7227,5.1,6.54,2.0
-5.316,0.3076,0.657,0.465,0.01688,17.38,0.3784,0.005047,0.00661,0.9478,5.824,5.938,3.0
-3.795,0.3083,0.669,0.4631,0.01663,17.72,0.4338,0.00658,0.00648,0.898,5.645,6.07,4.0
8.29,0.3384,0.6934,0.4934,0.01533,19.23,0.672,0.01487,0.004436,0.654,4.875,6.625,0.0
4.734,0.3333,0.576,0.488,0.01862,18.97,0.3447,0.003508,0.001037,0.415,4.56,6.426,1.0
-9.76,0.3416,0.665,0.4636,0.01545,22.52,1.18,0.03812,0.0006213,0.1945,2.707,6.375,2.0
7.13,0.3167,0.657,0.465,0.01688,18.86,0.5264,0.009,0.00337,0.619,4.883,6.383,3.0
6.586,0.317,0.641,0.4644,0.01784,18.89,0.4915,0.007706,0.002611,0.5566,4.69,6.266,4.0
8.734,0.339,0.6826,0.495,0.01555,19.2,0.6343,0.01315,0.004017,0.6377,4.88,6.617,0.0
2.807,0.3335,0.5576,0.4878,0.0196,18.98,0.3093,0.002756,0.000728,0.3613,4.363,6.316,1.0
6.22,0.3147,0.6953,0.462,0.01545,18.92,0.6343,0.01349,0.00517,0.7163,5.06,6.535,2.0
2.299,0.3167,0.657,0.465,0.01886,18.67,0.516,0.00874,0.00324,0.5894,4.6,5.953,3.0
-8.38,0.3108,0.6704,0.4275,0.01663,21.83,1.0625,0.03207,0.000876,0.2378,2.947,6.27,4.0
10.1,0.3403,0.6577,0.4963,0.01674,19.19,0.566,0.01023,0.00292,0.5645,4.69,6.47,0.0
4.05,0.3325,0.5576,0.4866,0.01843,19.05,0.31,0.00276,0.00076,0.377,4.547,6.58,1.0
6.22,0.3147,0.6953,0.462,0.01545,18.92,0.6343,0.01349,0.00517,0.7163,5.06,6.535,2.0
-4.41,0.3167,0.657,0.4768,0.01486,17.78,0.407,0.005703,0.00621,0.935,6.04,6.47,3.0
2.682,0.3083,0.5728,0.4536,0.01663,18.89,0.3254,0.00313,0.001166,0.4663,5.01,6.848,4.0
10.164,0.3394,0.6577,0.4963,0.01643,19.08,0.55,0.00971,0.003149,0.595,4.832,6.516,0.0
5.71,0.3118,0.589,0.4575,0.01761,18.95,0.3691,0.00409,0.001343,0.4639,4.758,6.566,1.0
-1.673,0.3147,0.6953,0.4492,0.01545,20.17,0.8335,0.02182,0.00282,0.4812,4.184,6.66,2.0
7.18,0.32,0.6743,0.4697,0.01605,18.9,0.5757,0.0109,0.004112,0.6646,4.984,6.492,3.0
-9.9,0.3403,0.633,0.4631,0.01663,22.56,1.017,0.02739,0.0004003,0.1654,2.594,6.285,4.0
7.223,0.3425,0.674,0.499,0.01562,19.33,0.626,0.01262,0.003471,0.599,4.797,6.66,0.0
5.71,0.3118,0.589,0.4575,0.01761,18.95,0.3691,0.00409,0.001343,0.4639,4.758,6.566,1.0
5.844,0.31,0.6953,0.455,0.01545,18.89,0.631,0.01337,0.00523,0.7217,5.074,6.53,2.0
0.378,0.303,0.6167,0.437,0.01706,19.83,0.5215,0.00806,0.001323,0.403,4.273,6.664,3.0
0.878,0.314,0.6235,0.4607,0.01446,19.19,0.459,0.0065,0.002316,0.5796,5.242,7.13,4.0
9.0,0.3394,0.6577,0.497,0.01643,18.98,0.5405,0.00943,0.003267,0.6094,4.887,6.5,0.0
4.266,0.3118,0.589,0.4575,0.01663,19.05,0.3726,0.00415,0.001369,0.4753,4.902,6.793,1.0
5.844,0.31,0.6953,0.455,0.01545,18.89,0.631,0.01337,0.00523,0.7217,5.074,6.53,2.0
7.082,0.32,0.6626,0.4697,0.01605,18.94,0.546,0.00969,0.003607,0.6396,4.992,6.547,3.0
7.84,0.316,0.6787,0.4631,0.01663,18.89,0.5884,0.01145,0.004173,0.6553,4.87,6.35,4.0
-1.02,0.345,0.6416,0.495,0.01643,20.06,0.6245,0.011734,0.001653,0.4185,4.203,6.695,0.0
4.934,0.3035,0.6167,0.445,0.01614,19.05,0.4358,0.005856,0.002033,0.5396,4.98,6.76,1.0
3.541,0.3005,0.643,0.44,0.01505,19.19,0.5146,0.00833,0.002779,0.594,5.074,6.902,2.0
4.35,0.3152,0.677,0.463,0.015076,18.95,0.5806,0.0111,0.0044,0.696,5.168,6.695,3.0
-9.875,0.316,0.6665,0.4924,0.01663,15.836,0.2764,0.002981,0.01442,1.47,6.72,5.223,4.0
9.16,0.3394,0.6577,0.497,0.01657,18.98,0.5396,0.00941,0.003258,0.6074,4.863,6.465,0.0
4.535,0.3066,0.649,0.445,0.01614,19.5,0.575,0.01031,0.002398,0.5186,4.625,6.68,1.0
4.543,0.3022,0.6704,0.44,0.01503,19.4,0.622,0.01237,0.003347,0.5977,4.87,6.816,2.0
2.139,0.32,0.6626,0.4731,0.01605,18.6,0.5054,0.00845,0.00425,0.7104,5.227,6.47,3.0
-8.89,0.3386,0.673,0.4631,0.01663,22.02,1.123,0.03558,0.0008,0.221,2.812,6.19,4.0
3.65,0.3428,0.644,0.4973,0.01607,19.55,0.5664,0.009926,0.002222,0.5044,4.61,6.727,0.0
4.535,0.3066,0.636,0.445,0.01768,19.39,0.533,0.0088,0.001982,0.4753,4.41,6.39,1.0
-0.971,0.302,0.6704,0.4333,0.01503,20.08,0.7188,0.01596,0.002424,0.4834,4.402,6.88,2.0
2.686,0.32,0.6626,0.4697,0.01865,18.7,0.5317,0.009315,0.003424,0.5996,4.617,5.977,3.0
-9.164,0.316,0.6787,0.4307,0.01599,22.17,1.187,0.03964,0.000813,0.2191,2.795,6.258,4.0
-11.164,0.3552,0.6577,0.4736,0.01657,23.19,1.331,0.04684,0.0003572,0.1344,2.174,5.832,0.0
-9.55,0.3096,0.6406,0.422,0.01724,22.34,1.02,0.02802,0.0004697,0.1766,2.623,6.156,1.0
-14.375,0.3528,0.6704,0.44,0.01503,25.5,2.334,0.1326,9.46e-05,0.04822,1.122,4.49,2.0
0.546,0.3293,0.6953,0.4878,0.015,18.52,0.579,0.011475,0.006393,0.825,5.43,6.535,3.0
-14.195,0.316,0.6787,0.3953,0.01477,25.33,2.34,0.135,0.0001159,0.05392,1.188,4.594,4.0
3.645,0.3428,0.644,0.4973,0.01607,19.55,0.5664,0.009926,0.002222,0.5044,4.61,6.727,0.0
5.316,0.3115,0.636,0.4531,0.01768,19.33,0.5264,0.0086,0.002039,0.4844,4.45,6.383,1.0
-12.484,0.317,0.6753,0.4126,0.014496,24.12,1.735,0.0778,0.000279,0.1053,1.854,5.68,2.0
5.336,0.3281,0.634,0.4807,0.0183,18.86,0.4727,0.007084,0.002373,0.5366,4.63,6.2,3.0
-11.805,0.3518,0.666,0.4631,0.01813,23.4,1.495,0.05905,0.0002916,0.1095,1.84,5.25,4.0
-4.367,0.3394,0.6577,0.48,0.01657,20.64,0.773,0.01773,0.00145,0.3557,3.752,6.566,0.0
0.977,0.3333,0.6055,0.4873,0.02043,18.84,0.4106,0.00519,0.001472,0.438,4.266,5.9,1.0
-9.26,0.323,0.6704,0.44,0.01956,21.89,1.122,0.03568,0.000665,0.1901,2.477,5.543,2.0
4.38,0.3083,0.6514,0.4521,0.01831,18.8,0.5117,0.008484,0.002974,0.575,4.64,6.11,3.0
6.895,0.3418,0.6836,0.499,0.015175,19.22,0.639,0.01335,0.004112,0.647,4.938,6.7,4.0
1.389,0.3342,0.6733,0.4868,0.013824,19.47,0.6313,0.01274,0.003637,0.632,5.086,7.086,0.0
-6.195,0.3333,0.6055,0.4983,0.02432,17.33,0.3027,0.00307,0.002375,0.5664,4.426,4.91,1.0
4.543,0.3022,0.6704,0.44,0.01503,19.4,0.622,0.01237,0.003347,0.5977,4.87,6.816,2.0
-3.684,0.3394,0.587,0.4995,0.02373,18.22,0.33,0.003393,0.001244,0.4148,4.05,5.28,3.0
0.274,0.3208,0.6777,0.4714,0.013374,19.1,0.593,0.01149,0.00462,0.73,5.44,7.1,4.0
-1.732,0.313,0.688,0.4573,0.01205,19.48,0.6665,0.014366,0.00465,0.7163,5.445,7.445,0.0
-6.086,0.346,0.6055,0.4873,0.02043,20.75,0.6206,0.01077,0.0005746,0.2346,3.137,5.957,1.0
1.616,0.3086,0.6934,0.4492,0.0136,19.47,0.6934,0.01564,0.00443,0.6675,5.086,7.047,2.0
-2.545,0.3032,0.6445,0.4326,0.01695,20.27,0.6685,0.01334,0.001489,0.3823,3.96,6.562,3.0
7.84,0.316,0.6787,0.4631,0.01663,18.89,0.5884,0.01145,0.004173,0.6553,4.87,6.35,4.0
-8.13,0.3394,0.656,0.4683,0.01657,21.77,0.97,0.02646,0.0007915,0.2375,3.033,6.395,0.0
4.715,0.3281,0.6216,0.477,0.01765,19.38,0.4897,0.007313,0.001679,0.457,4.445,6.465,1.0
-9.68,0.3022,0.635,0.4697,0.01503,16.06,0.243,0.002203,0.010155,1.37,7.086,5.7,2.0
2.217,0.3208,0.5947,0.466,0.01932,19.3,0.418,0.005188,0.001107,0.39,4.21,6.234,3.0
-11.42,0.316,0.6787,0.5,0.01336,15.336,0.2527,0.002602,0.02374,1.971,7.746,5.344,4.0
-13.82,0.3044,0.6577,0.497,0.01657,13.375,0.1418,0.0009217,0.03674,2.553,7.625,3.78,0.0
-1.117,0.3125,0.5684,0.451,0.01997,19.69,0.3896,0.00428,0.000601,0.298,3.867,6.27,1.0
0.297,0.3064,0.5996,0.4424,0.01729,19.8,0.4712,0.006462,0.001062,0.3787,4.266,6.703,2.0
3.432,0.334,0.6025,0.4885,0.01932,18.92,0.404,0.00499,0.001471,0.4504,4.434,6.14,3.0
1.977,0.3267,0.6787,0.4827,0.015594,18.61,0.5474,0.01006,0.005074,0.752,5.277,6.504,4.0
-14.61,0.3394,0.6577,0.4211,0.01657,25.64,2.307,0.1272,6.57e-05,0.03873,0.982,4.13,0.0
-12.17,0.3594,0.611,0.4749,0.01895,23.77,1.193,0.03494,0.0001278,0.08093,1.729,5.336,1.0
-9.77,0.3257,0.6953,0.44,0.01503,22.48,1.358,0.0521,0.000849,0.2118,2.693,6.27,2.0
2.79,0.3105,0.6235,0.4546,0.01938,18.84,0.4485,0.00632,0.001976,0.4934,4.45,6.023,3.0
-2.457,0.3108,0.625,0.4631,0.01927,17.9,0.3677,0.004475,0.003124,0.657,5.035,5.824,4.0
-7.695,0.3394,0.6577,0.4717,0.01389,21.72,0.94,0.02493,0.001015,0.2878,3.508,7.094,0.0
0.7354,0.3433,0.5576,0.4985,0.01991,19.36,0.338,0.003225,0.0005937,0.3152,4.07,6.31,1.0
-9.74,0.3022,0.6704,0.4702,0.01825,15.81,0.2844,0.003172,0.01385,1.388,6.344,4.98,2.0
3.11,0.303,0.6025,0.4443,0.01932,18.8,0.3928,0.00475,0.001562,0.4683,4.516,6.12,3.0
-8.09,0.3093,0.6787,0.4272,0.014084,21.86,1.079,0.03333,0.001132,0.2817,3.32,6.867,4.0
3.428,0.3174,0.6987,0.4658,0.0144,18.98,0.648,0.01405,0.005524,0.7476,5.234,6.76,0.0
-10.125,0.351,0.6216,0.477,0.01765,22.62,0.978,0.025,0.000316,0.147,2.447,6.086,1.0
-4.52,0.3022,0.6704,0.44,0.0105,19.86,0.651,0.01324,0.003666,0.6694,5.58,7.99,2.0
-15.836,0.3281,0.6133,0.3965,0.018,26.95,2.465,0.1318,1.38e-05,0.0154,0.5854,3.242,3.0
-3.049,0.3093,0.6787,0.4631,0.01663,17.86,0.469,0.00769,0.006683,0.884,5.535,6.082,4.0
2.496,0.3289,0.6943,0.4854,0.0157,18.62,0.5933,0.01198,0.005814,0.7725,5.21,6.42,0.0
-12.17,0.3594,0.611,0.4749,0.01897,23.77,1.192,0.03494,0.0001278,0.08093,1.729,5.332,1.0
-9.984,0.3088,0.6343,0.42,0.01611,22.64,1.035,0.02832,0.0004072,0.167,2.621,6.383,2.0
-9.234,0.303,0.6025,0.4167,0.01741,22.23,0.8027,0.01675,0.000318,0.1647,2.74,6.41,3.0
-2.34,0.316,0.6553,0.4587,0.01246,19.81,0.6113,0.01153,0.002815,0.5854,5.18,7.56,4.0
9.16,0.3394,0.6577,0.497,0.01657,18.98,0.5396,0.00941,0.003258,0.6074,4.863,6.465,0.0
4.715,0.3281,0.6216,0.477,0.01765,19.38,0.4897,0.007313,0.001679,0.457,4.445,6.465,1.0
4.586,0.3176,0.6704,0.4622,0.01503,19.4,0.621,0.01234,0.003357,0.599,4.875,6.816,2.0
-11.695,0.303,0.6177,0.403,0.01932,23.39,1.153,0.03348,0.000167,0.09393,1.85,5.375,3.0
-7.223,0.334,0.6787,0.4631,0.01663,21.39,1.01,0.0298,0.001195,0.2842,3.201,6.33,4.0
-5.844,0.3481,0.6167,0.4905,0.0188,20.86,0.6636,0.012405,0.0007005,0.2583,3.314,6.254,0.0
0.381,0.3403,0.6787,0.492,0.01404,19.81,0.698,0.015396,0.00321,0.5693,4.78,7.055,1.0
3.154,0.3372,0.653,0.4907,0.014984,19.47,0.575,0.01037,0.002728,0.563,4.88,6.918,2.0
-8.43,0.321,0.6025,0.4443,0.01932,21.72,0.7383,0.01452,0.0003605,0.1758,2.756,6.074,3.0
2.879,0.307,0.68,0.4507,0.01442,19.02,0.5967,0.01171,0.004604,0.712,5.254,6.836,4.0
-4.914,0.352,0.6577,0.497,0.01971,20.4,0.763,0.0175,0.001302,0.319,3.363,5.88,0.0
3.648,0.3281,0.6,0.477,0.01765,19.42,0.4373,0.005676,0.001247,0.4177,4.438,6.58,1.0
0.4866,0.3064,0.6343,0.4421,0.0161,19.86,0.5737,0.00992,0.001717,0.445,4.414,6.797,2.0
-7.51,0.305,0.5654,0.4268,0.01889,21.44,0.546,0.007687,0.000259,0.175,3.027,6.465,3.0
6.63,0.316,0.6787,0.4631,0.0171,18.84,0.5854,0.011375,0.004135,0.6475,4.8,6.246,4.0
-6.43,0.3496,0.61,0.4912,0.01743,21.16,0.668,0.0123,0.000612,0.248,3.37,6.582,0.0
-6.453,0.3154,0.5454,0.477,0.02034,16.9,0.1796,0.001026,0.001495,0.604,5.465,5.656,1.0
-1.234,0.3064,0.6343,0.4421,0.02061,19.4,0.5483,0.00927,0.001569,0.3977,3.855,5.8,2.0
-0.1761,0.3137,0.6377,0.4639,0.01932,18.31,0.4314,0.006107,0.002995,0.6055,4.76,5.87,3.0
4.883,0.316,0.6787,0.4631,0.01496,19.05,0.598,0.01174,0.004314,0.683,5.12,6.734,4.0
-2.025,0.3394,0.6733,0.4844,0.01819,20.0,0.742,0.01714,0.002085,0.4167,3.85,6.15,0.0
-7.98,0.3516,0.6006,0.489,0.0176,21.69,0.7095,0.0134,0.0004094,0.1976,3.035,6.51,1.0
-4.184,0.304,0.682,0.4304,0.01976,20.14,0.8164,0.02074,0.001889,0.3687,3.465,5.77,2.0
-3.367,0.306,0.6553,0.4353,0.01936,20.11,0.7026,0.01501,0.001518,0.3594,3.611,5.98,3.0
-10.77,0.316,0.655,0.4236,0.01663,22.97,1.252,0.04166,0.000393,0.146,2.297,5.95,4.0
7.66,0.3394,0.631,0.497,0.01657,19.05,0.4739,0.007034,0.002352,0.5522,4.87,6.598,0.0
-3.008,0.3281,0.615,0.4907,0.01499,18.14,0.3496,0.003952,0.003246,0.742,5.85,6.758,1.0
-1.234,0.3064,0.6343,0.4421,0.02061,19.4,0.5483,0.00927,0.001569,0.3977,3.855,5.8,2.0
-1.587,0.3413,0.635,0.49,0.0159,20.14,0.6094,0.01104,0.001516,0.4106,4.258,6.86,3.0
-7.523,0.3027,0.6787,0.4631,0.01791,16.7,0.3638,0.004955,0.01041,1.143,5.94,5.418,4.0
-8.25,0.3235,0.631,0.497,0.01657,16.52,0.268,0.002596,0.00733,1.123,6.46,5.707,0.0
1.099,0.3345,0.6245,0.4954,0.01656,18.48,0.4043,0.00524,0.002821,0.639,5.25,6.5,1.0
-3.553,0.31,0.6343,0.4421,0.02061,19.97,0.6187,0.011475,0.001191,0.3313,3.523,5.816,2.0
0.54,0.3018,0.683,0.4368,0.01936,19.2,0.6655,0.014465,0.003128,0.516,4.117,5.832,3.0
-10.46,0.343,0.669,0.4631,0.01269,23.02,1.288,0.04462,0.0006113,0.1945,2.803,6.902,4.0
2.482,0.3274,0.635,0.4749,0.01888,19.31,0.527,0.008606,0.001862,0.4536,4.234,6.14,0.0
0.2291,0.3015,0.628,0.4404,0.02061,18.84,0.4658,0.006847,0.001926,0.4685,4.215,5.77,1.0
-1.234,0.3064,0.6343,0.4421,0.02061,19.4,0.5483,0.00927,0.001569,0.3977,3.855,5.8,2.0
-12.95,0.3179,0.677,0.4082,0.0194,23.98,1.842,0.08826,0.0001874,0.0743,1.382,4.49,3.0
-3.254,0.3232,0.6787,0.4631,0.02144,19.47,0.7065,0.01602,0.002275,0.4158,3.598,5.465,4.0
2.598,0.3433,0.59,0.4983,0.01764,19.5,0.417,0.00508,0.001045,0.3928,4.402,6.645,0.0
0.2147,0.3345,0.572,0.4954,0.01656,18.52,0.2966,0.00265,0.001375,0.5215,5.285,6.77,1.0
-8.86,0.3054,0.638,0.4202,0.02292,21.38,0.8823,0.0219,0.000498,0.1747,2.393,5.15,2.0
-11.73,0.3018,0.6523,0.3987,0.01936,23.28,1.376,0.04956,0.0002487,0.1035,1.803,5.13,3.0
11.46,0.316,0.6724,0.4614,0.01662,19.1,0.5957,0.01155,0.003576,0.608,4.754,6.414,4.0
-2.049,0.3472,0.631,0.497,0.01657,20.2,0.609,0.01095,0.0013485,0.3835,4.098,6.72,0.0
1.099,0.3345,0.6245,0.4954,0.01656,18.48,0.4043,0.00524,0.002821,0.639,5.25,6.5,1.0
-14.55,0.321,0.684,0.393,0.02298,24.81,2.518,0.1605,6.574e-05,0.0315,0.732,3.027,2.0
1.845,0.3215,0.6484,0.4668,0.01933,19.17,0.5522,0.00966,0.002253,0.481,4.215,5.973,3.0
-0.5703,0.3394,0.6636,0.494,0.01319,19.61,0.616,0.01193,0.00321,0.611,5.145,7.31,4.0
1.756,0.344,0.611,0.4983,0.01888,19.45,0.474,0.00675,0.001304,0.402,4.18,6.266,0.0
0.894,0.325,0.5864,0.476,0.02057,18.73,0.3572,0.003864,0.0011835,0.418,4.32,5.94,1.0
-8.33,0.3057,0.597,0.4246,0.02397,21.1,0.6616,0.01193,0.0003297,0.1617,2.473,5.215,2.0
6.59,0.3357,0.693,0.4878,0.015335,19.38,0.6924,0.01566,0.0041,0.6226,4.77,6.65,3.0
-5.6,0.316,0.6245,0.473,0.011536,18.39,0.3767,0.004574,0.00401,0.8486,6.52,7.55,4.0
-3.562,0.3394,0.631,0.497,0.02333,18.4,0.4429,0.006355,0.002054,0.4666,3.977,5.207,0.0
-1.4375,0.328,0.534,0.484,0.02162,18.25,0.2288,0.001517,0.000609,0.3606,4.414,5.906,1.0
-10.09,0.3064,0.6143,0.4165,0.02185,22.2,0.9087,0.02179,0.0002606,0.1276,2.148,5.285,2.0
-13.22,0.3633,0.69,0.4658,0.011925,24.77,2.072,0.1094,0.000258,0.09503,1.743,5.773,3.0
0.2152,0.316,0.628,0.4614,0.02061,18.83,0.4646,0.006817,0.001936,0.4702,4.22,5.766,4.0
-13.52,0.3638,0.6797,0.4646,0.01212,25.02,2.088,0.10895,0.000199,0.0823,1.62,5.62,0.0
-1.237,0.3447,0.5864,0.4976,0.02057,19.56,0.4285,0.00532,0.0007944,0.3223,3.824,6.043,1.0
-1.5,0.3064,0.6343,0.4417,0.02061,19.48,0.556,0.00951,0.001519,0.3894,3.814,5.805,2.0
-12.836,0.3638,0.6094,0.477,0.015335,24.53,1.314,0.04102,0.00011027,0.07635,1.766,5.87,3.0
-3.39,0.3225,0.6724,0.4614,0.02136,19.58,0.7,0.01555,0.00204,0.3972,3.56,5.504,4.0
