like1,parn,parD,parq,parLambda,simulation_0,simulation_1,simulation_2,simulation_3,simulation_4,simulation_5,simulation_6,chain
-8.5,0.3296,0.3125,0.4688,0.02043,20.02,0.02917,1.293e-05,1e-07,0.01508,2.363,8.33,3.0
-5.75,0.321,0.6855,0.4495,0.01788,20.81,0.9365,0.02652,0.001573,0.3284,3.35,6.098,4.0
-13.99,0.3313,0.258,0.4456,0.02127,25.1,0.02818,7.3e-06,0.0,0.0004027,0.5303,7.04,0.0
-4.777,0.317,0.6226,0.4487,0.01779,20.67,0.6523,0.01217,0.000893,0.2986,3.59,6.47,1.0
-4.184,0.3193,0.4758,0.476,0.01645,17.9,0.1268,0.0004323,0.000295,0.3584,5.59,7.242,2.0
-3.568,0.3262,0.6016,0.489,0.016,17.88,0.3079,0.003065,0.00288,0.723,5.805,6.523,3.0
-8.95,0.312,0.4626,0.4495,0.010925,20.77,0.1964,0.000871,8.1e-05,0.185,4.777,9.54,4.0
-10.1,0.3237,0.5073,0.4456,0.02316,22.27,0.4524,0.00467,4.363e-05,0.07336,2.072,5.676,0.0
-2.52,0.3086,0.6387,0.4412,0.01967,19.92,0.619,0.011566,0.001367,0.36,3.707,5.996,1.0
2.715,0.3083,0.611,0.4502,0.01955,19.0,0.4329,0.005756,0.001546,0.4458,4.332,6.074,2.0
-9.78,0.315,0.633,0.4897,0.016,15.92,0.2349,0.002071,0.009995,1.35,6.914,5.48,3.0
-7.395,0.3015,0.6753,0.461,0.01788,16.73,0.3616,0.004868,0.00992,1.122,5.93,5.453,4.0
-10.34,0.3245,0.624,0.4392,0.02306,22.16,0.9688,0.0251,0.0002692,0.1222,2.01,4.98,0.0
-7.984,0.3281,0.6777,0.4539,0.0228,20.84,0.9688,0.0281,0.000983,0.2328,2.6,5.082,1.0
-3.748,0.3123,0.6196,0.457,0.01189,19.58,0.4744,0.006775,0.002174,0.585,5.562,7.855,2.0
-8.24,0.3318,0.6665,0.457,0.02023,21.39,0.996,0.02869,0.0008082,0.2197,2.68,5.56,3.0
-3.975,0.313,0.61,0.4668,0.01301,18.47,0.3584,0.004055,0.002962,0.7344,6.11,7.324,4.0
-11.45,0.333,0.6157,0.4443,0.02605,22.48,1.034,0.02791,0.0001549,0.0838,1.57,4.31,0.0
-9.78,0.3406,0.6777,0.4639,0.02672,21.06,1.071,0.034,0.0006347,0.1643,2.008,4.293,1.0
-8.086,0.3123,0.5464,0.4377,0.02628,20.69,0.4504,0.00528,0.0001625,0.1318,2.416,5.082,2.0
-7.414,0.3215,0.521,0.4722,0.01034,19.62,0.2485,0.001634,0.0005183,0.405,5.93,8.96,3.0
-5.594,0.313,0.61,0.4438,0.02283,20.17,0.5776,0.00964,0.0006895,0.2522,3.098,5.48,4.0
-11.32,0.333,0.624,0.4443,0.02304,22.75,1.101,0.03156,0.00019,0.09546,1.738,4.766,0.0
-11.0,0.3284,0.6997,0.4363,0.0248,21.97,1.434,0.05957,0.000505,0.1292,1.716,4.223,1.0
-2.713,0.3154,0.6035,0.4546,0.02205,19.45,0.4714,0.006615,0.0009556,0.3274,3.627,5.664,2.0
-6.01,0.3184,0.5444,0.4746,0.01197,18.52,0.2362,0.001619,0.001175,0.58,6.375,7.984,3.0
-14.66,0.3018,0.5874,0.4946,0.01301,12.94,0.0817,0.0002935,0.02309,2.658,9.01,4.08,4.0
-9.516,0.3337,0.6777,0.4526,0.01881,22.06,1.198,0.0406,0.000679,0.188,2.455,5.61,0.0
-11.9,0.3003,0.621,0.4758,0.012924,15.11,0.1755,0.001204,0.01434,1.813,8.164,5.48,1.0
-5.543,0.3086,0.481,0.457,0.01339,18.62,0.1506,0.000591,0.0002873,0.353,5.82,8.18,2.0
-9.24,0.343,0.6675,0.4678,0.01678,22.17,1.131,0.0357,0.000694,0.2045,2.713,6.137,3.0
-5.992,0.3293,0.61,0.4668,0.01401,21.08,0.6304,0.011,0.0008206,0.3142,4.035,7.465,4.0
-10.06,0.3376,0.6133,0.4597,0.0173,22.64,0.93,0.02237,0.0002944,0.147,2.508,6.23,0.0
7.527,0.317,0.63,0.4639,0.01779,19.0,0.4731,0.007023,0.0022,0.5234,4.652,6.34,1.0
-10.05,0.3257,0.5566,0.4465,0.01912,22.56,0.6543,0.01037,0.0001229,0.11035,2.396,6.215,2.0
-1.759,0.3281,0.6016,0.4722,0.016,20.11,0.5015,0.00722,0.001021,0.371,4.31,7.01,3.0
-5.254,0.313,0.527,0.4668,0.01325,18.36,0.2035,0.00118,0.000847,0.516,6.15,7.746,4.0
-10.99,0.337,0.6304,0.4514,0.02132,22.72,1.1045,0.03204,0.0002395,0.1109,1.922,5.11,0.0
1.81,0.317,0.63,0.4583,0.01779,19.61,0.5415,0.00891,0.0016365,0.4314,4.254,6.42,1.0
-5.75,0.309,0.4597,0.4597,0.014206,18.17,0.11383,0.0003324,0.0002003,0.3271,5.87,8.016,2.0
-13.47,0.3499,0.6016,0.4536,0.016,25.0,1.399,0.04526,7.02e-05,0.05728,1.493,5.457,3.0
-7.066,0.3086,0.4458,0.4602,0.01325,17.95,0.09406,0.0002234,0.0001616,0.3242,6.195,8.305,4.0
-10.16,0.3447,0.6763,0.464,0.0196,22.28,1.264,0.0447,0.000552,0.162,2.229,5.348,0.0
-2.0,0.3015,0.63,0.4497,0.01779,17.98,0.3787,0.00475,0.003502,0.7046,5.293,6.098,1.0
3.197,0.3123,0.5464,0.4565,0.01802,19.12,0.2915,0.002396,0.000627,0.3564,4.574,6.74,2.0
-1.58,0.3215,0.6978,0.4685,0.02077,18.73,0.654,0.01449,0.004074,0.5703,4.113,5.465,3.0
-5.504,0.3086,0.4458,0.4602,0.0159,17.72,0.0916,0.0002147,0.0001533,0.3035,5.723,7.574,4.0
-9.92,0.3416,0.5913,0.467,0.0178,22.56,0.806,0.01645,0.0002253,0.1373,2.525,6.293,0.0
-0.1279,0.3206,0.672,0.4639,0.01987,19.22,0.635,0.01303,0.002703,0.4873,4.04,5.777,1.0
2.316,0.3123,0.5464,0.4565,0.01985,18.95,0.2864,0.00233,0.0006046,0.3406,4.332,6.324,2.0
3.584,0.3215,0.6016,0.4722,0.01605,19.05,0.3987,0.004818,0.001687,0.5146,5.02,6.855,3.0
-9.42,0.3254,0.4373,0.456,0.01738,22.05,0.217,0.000952,1.38e-05,0.0664,2.775,7.734,4.0
-8.914,0.3416,0.5913,0.4714,0.02005,21.88,0.72,0.01354,0.000272,0.1527,2.586,5.934,0.0
1.713,0.328,0.639,0.4736,0.01793,19.6,0.5684,0.00991,0.001812,0.442,4.223,6.348,1.0
-3.852,0.3123,0.6797,0.4565,0.02296,18.42,0.5713,0.01108,0.003515,0.54,3.957,5.1,2.0
-6.832,0.3032,0.5635,0.4597,0.01435,17.31,0.2104,0.0014105,0.002369,0.786,6.61,6.816,3.0
-6.324,0.3071,0.4458,0.4602,0.0159,17.38,0.0847,0.0001873,0.0001794,0.3352,5.96,7.438,4.0
-11.17,0.3618,0.6206,0.4844,0.02005,22.98,1.089,0.03041,0.0002058,0.1064,1.956,5.36,0.0
-3.059,0.328,0.6274,0.4736,0.02269,19.17,0.512,0.008125,0.0014105,0.374,3.654,5.42,1.0
-5.34,0.3,0.4155,0.4468,0.0179,17.47,0.06476,0.0001018,6.13e-05,0.2181,5.26,7.336,2.0
0.7505,0.3215,0.6016,0.476,0.01605,18.6,0.3608,0.004044,0.002083,0.589,5.324,6.742,3.0
-6.324,0.3071,0.4458,0.4602,0.0159,17.38,0.0847,0.0001873,0.0001794,0.3352,5.96,7.438,4.0
-8.94,0.3284,0.5137,0.457,0.02014,21.94,0.4263,0.004253,7.49e-05,0.10486,2.596,6.418,0.0
-5.133,0.322,0.687,0.4863,0.01449,17.64,0.4546,0.00738,0.00912,1.068,6.156,6.367,1.0
-5.355,0.3,0.4155,0.4468,0.01788,17.45,0.06476,0.0001016,6.15e-05,0.2186,5.27,7.336,2.0
0.9663,0.3367,0.6016,0.4888,0.01593,19.69,0.4568,0.00612,0.001263,0.427,4.613,6.99,3.0
-5.785,0.3071,0.4458,0.4602,0.01942,17.08,0.0818,0.0001776,0.0001673,0.3066,5.36,6.57,4.0
-10.414,0.3284,0.5137,0.4507,0.02014,22.72,0.5015,0.005676,4.965e-05,0.0789,2.219,6.23,0.0
-9.086,0.3337,0.565,0.461,0.02138,21.86,0.616,0.0096,0.0001708,0.1279,2.453,5.8,1.0
-6.234,0.3015,0.5464,0.4565,0.01802,17.05,0.183,0.001058,0.001629,0.652,5.89,6.11,2.0
7.387,0.3347,0.679,0.4866,0.01598,19.36,0.651,0.01368,0.003498,0.587,4.684,6.562,3.0
-5.973,0.3003,0.4055,0.4475,0.02141,16.97,0.0535,6.97e-05,4.476e-05,0.1891,4.79,6.523,4.0
-10.99,0.3284,0.1879,0.457,0.02661,18.4,0.000808,0.0,0.0,5.91e-05,0.5176,8.125,0.0
-8.46,0.328,0.639,0.4736,0.007298,20.67,0.632,0.01162,0.002241,0.576,5.805,9.21,1.0
-7.184,0.3123,0.4985,0.4414,0.01802,21.27,0.321,0.002428,9.04e-05,0.1368,3.242,7.156,2.0
-11.414,0.3682,0.679,0.4866,0.02216,22.67,1.45,0.05804,0.0003545,0.1133,1.721,4.594,3.0
-0.807,0.319,0.517,0.4727,0.01967,18.19,0.1948,0.001076,0.000514,0.3691,4.81,6.363,4.0
-15.71,0.306,0.1879,0.457,0.02867,9.984,6.11e-05,0.0,0.0,0.002485,3.033,6.633,0.0
-10.26,0.3225,0.2255,0.449,0.02689,19.86,0.00428,2e-07,0.0,0.0004227,0.78,7.43,1.0
-5.19,0.303,0.5464,0.4565,0.01802,17.33,0.1953,0.001185,0.001433,0.6025,5.71,6.223,2.0
-6.816,0.345,0.5757,0.4866,0.01598,21.33,0.5513,0.00797,0.0003958,0.2268,3.557,7.15,3.0
-10.73,0.3328,0.2153,0.473,0.02687,16.98,0.001548,0.0,0.0,0.000738,1.212,8.01,4.0
-19.47,0.3662,0.1879,0.457,0.02661,33.9,0.01855,1.25e-06,0.0,6e-08,0.009636,1.886,0.0
-10.39,0.3416,0.3372,0.4739,0.02515,21.94,0.06915,7.32e-05,1e-07,0.00998,1.48,6.527,1.0
-1.615,0.3196,0.649,0.4575,0.01657,20.14,0.6636,0.01328,0.001708,0.4124,4.105,6.625,2.0
-7.254,0.3237,0.679,0.4949,0.01598,16.89,0.3752,0.00521,0.01074,1.191,6.277,5.812,3.0
-9.82,0.3057,0.581,0.4724,0.01244,16.39,0.1869,0.001202,0.005104,1.179,7.703,6.582,4.0
-17.12,0.321,0.11475,0.456,0.02806,9.45,3.6e-07,0.0,0.0,2e-07,0.2472,10.484,0.0
-16.19,0.3218,0.1615,0.4736,0.02827,9.71,1.484e-05,0.0,0.0,0.0002873,1.893,7.96,1.0
-5.29,0.3123,0.3535,0.4565,0.02243,17.81,0.0344,2.354e-05,3.3e-06,0.06537,3.645,7.113,2.0
-11.95,0.3342,0.341,0.4995,0.00868,16.9,0.02,8.05e-06,6.56e-06,0.1431,7.066,10.79,3.0
-0.807,0.319,0.517,0.4727,0.01967,18.19,0.1948,0.001076,0.000514,0.3691,4.81,6.363,4.0
-10.37,0.3342,0.2217,0.4678,0.02495,19.25,0.00323,1e-07,0.0,0.000492,0.923,8.18,0.0
-2.275,0.328,0.4812,0.4736,0.02039,19.66,0.203,0.001019,0.0001138,0.1779,3.736,6.703,1.0
-3.02,0.3188,0.6606,0.4565,0.01373,20.36,0.717,0.015495,0.0021,0.4648,4.49,7.254,2.0
-7.33,0.3347,0.4688,0.4922,0.011536,19.27,0.1523,0.0005717,0.000181,0.295,5.76,9.0,3.0
4.02,0.3381,0.629,0.4978,0.01791,18.67,0.439,0.006138,0.0025,0.5703,4.836,6.258,4.0
-10.37,0.3342,0.2217,0.4678,0.02495,19.25,0.00323,1e-07,0.0,0.000492,0.923,8.18,0.0
-16.39,0.328,0.1488,0.4736,0.02039,11.23,1.17e-05,0.0,0.0,4.19e-05,1.21,11.92,1.0
-9.266,0.3154,0.5107,0.482,0.01213,16.83,0.1265,0.0004854,0.001317,0.7573,7.53,7.387,2.0
-7.043,0.3347,0.679,0.4866,0.0278,18.25,0.578,0.01145,0.002762,0.4368,3.283,4.34,3.0
-4.027,0.3447,0.5786,0.4978,0.013626,20.25,0.4358,0.005272,0.0008225,0.3735,4.727,7.754,4.0
-10.01,0.3342,0.2817,0.4678,0.02261,20.92,0.0205,5.3e-06,0.0,0.00404,1.47,7.926,0.0
-6.1,0.328,0.3428,0.4736,0.02039,18.92,0.03696,2.47e-05,1.25e-06,0.04178,3.246,7.93,1.0
-11.016,0.3118,0.212,0.441,0.02362,17.75,0.001625,0.0,0.0,0.000541,1.146,8.98,2.0
-7.97,0.3162,0.4978,0.477,0.0121,17.58,0.1356,0.0005226,0.0007253,0.5703,6.97,7.906,3.0
-2.486,0.3328,0.6035,0.497,0.01602,18.08,0.3262,0.003408,0.002695,0.687,5.664,6.582,4.0
-11.6,0.3257,0.1575,0.4475,0.02469,18.5,0.0001892,0.0,0.0,2.74e-06,0.2103,8.59,0.0
-4.754,0.3503,0.614,0.4963,0.01833,20.62,0.617,0.01082,0.000791,0.286,3.541,6.395,1.0
-7.65,0.3127,0.519,0.4724,0.01243,17.56,0.1593,0.000748,0.001098,0.6426,6.93,7.645,2.0
-14.984,0.399,0.679,0.4866,0.01598,25.86,2.744,0.182,6.396e-05,0.03384,0.852,3.771,3.0
3.137,0.3376,0.629,0.4978,0.01791,18.6,0.4314,0.00596,0.002592,0.584,4.883,6.24,4.0
-13.32,0.345,0.269,0.4666,0.02296,24.34,0.03195,1.03e-05,0.0,0.000727,0.6387,6.82,0.0
-7.07,0.3552,0.614,0.4963,0.01833,21.3,0.7114,0.01393,0.000561,0.2266,3.135,6.32,1.0
-1.481,0.326,0.574,0.4807,0.01443,18.94,0.3228,0.003075,0.00134,0.5205,5.477,7.344,2.0
-1.315,0.3347,0.541,0.4866,0.01598,19.7,0.3098,0.002605,0.000498,0.3254,4.613,7.34,3.0
-7.273,0.3533,0.629,0.4922,0.01791,21.38,0.786,0.0172,0.0006595,0.2354,3.12,6.316,4.0
-11.73,0.3313,0.3323,0.4563,0.02068,23.1,0.07666,8.38e-05,6e-08,0.00798,1.456,7.492,0.0
-6.85,0.3503,0.614,0.4963,0.02625,19.83,0.5703,0.00961,0.000675,0.2346,2.793,4.848,1.0
-7.984,0.325,0.5317,0.4553,0.01845,21.62,0.4478,0.004887,0.0001386,0.1432,2.996,6.773,2.0
-12.72,0.3022,0.679,0.4866,0.01598,14.266,0.1987,0.001732,0.03247,2.258,7.465,4.34,3.0
-6.707,0.3054,0.5723,0.464,0.01764,16.94,0.211,0.001466,0.002628,0.7695,6.035,5.992,4.0
-10.01,0.3342,0.2817,0.4678,0.02261,20.92,0.0205,5.3e-06,0.0,0.00404,1.47,7.926,0.0
-15.16,0.3503,0.2668,0.4663,0.01833,26.66,0.04437,1.79e-05,0.0,0.0003877,0.4858,7.12,1.0
-0.3936,0.3123,0.4688,0.4565,0.02083,18.78,0.1514,0.0005794,0.0001245,0.2072,4.13,6.58,2.0
7.387,0.3347,0.679,0.4866,0.01598,19.36,0.651,0.01368,0.003498,0.587,4.684,6.562,3.0
-16.9,0.337,0.1558,0.4978,0.01791,9.414,8.4e-06,0.0,0.0,0.0003138,2.701,11.31,4.0
-11.24,0.313,0.2125,0.433,0.0227,20.52,0.00314,6e-08,0.0,0.0001982,0.6753,8.62,0.0
-6.477,0.3477,0.663,0.4854,0.01833,21.02,0.8794,0.02266,0.001104,0.2832,3.2,6.082,1.0
-6.64,0.3015,0.5605,0.4575,0.01604,17.11,0.2001,0.001285,0.002226,0.753,6.316,6.42,2.0
-6.992,0.343,0.692,0.476,0.01633,21.31,1.058,0.0332,0.001433,0.305,3.262,6.34,3.0
-12.375,0.3674,0.6733,0.478,0.01817,23.73,1.674,0.0734,0.0002472,0.0937,1.643,4.98,4.0
-10.42,0.3342,0.2817,0.4688,0.01982,20.95,0.01991,5e-06,0.0,0.00476,1.68,8.8,0.0
-9.14,0.323,0.583,0.4456,0.01833,22.14,0.706,0.01272,0.0002404,0.1503,2.691,6.34,1.0
-12.766,0.301,0.2258,0.4426,0.01927,14.16,0.000917,0.0,0.0,0.00628,3.39,9.55,2.0
-10.65,0.356,0.6514,0.479,0.01587,22.98,1.218,0.0393,0.0004077,0.1534,2.41,6.17,3.0
-10.9,0.3564,0.6597,0.477,0.01617,23.06,1.303,0.04517,0.0004046,0.1462,2.291,5.984,4.0
-12.26,0.3313,0.2817,0.4575,0.01788,22.83,0.02873,9.54e-06,0.0,0.002764,1.291,8.95,0.0
-13.72,0.373,0.655,0.4734,0.01822,24.78,1.918,0.09076,0.00010294,0.05417,1.208,4.438,1.0
-8.74,0.3276,0.527,0.4565,0.01802,21.98,0.4631,0.00511,0.0001105,0.1272,2.867,6.85,2.0
-12.05,0.3213,0.298,0.4866,0.01744,14.0,0.004963,5e-07,1.4e-06,0.09424,6.21,7.66,3.0
0.2996,0.3376,0.613,0.4968,0.02022,18.52,0.396,0.00496,0.001924,0.504,4.504,5.848,4.0
-12.86,0.344,0.315,0.4688,0.02022,24.06,0.06995,6.25e-05,0.0,0.00388,1.117,7.438,0.0
-11.57,0.351,0.3901,0.4856,0.01645,23.22,0.1625,0.000451,1.67e-06,0.02727,2.16,8.21,1.0
-4.23,0.304,0.5645,0.4565,0.01802,17.56,0.2319,0.001691,0.001721,0.614,5.57,6.21,2.0
-0.8447,0.3135,0.61,0.452,0.01605,19.98,0.5137,0.007706,0.001208,0.3967,4.37,6.94,3.0
-2.227,0.3152,0.496,0.4678,0.01999,17.94,0.1565,0.000681,0.0003698,0.343,4.87,6.363,4.0
0.8774,0.3184,0.563,0.4697,0.01982,18.45,0.2861,0.002443,0.000997,0.4287,4.64,6.145,0.0
-12.49,0.3486,0.4326,0.476,0.01479,24.19,0.3066,0.001714,5e-06,0.03564,2.098,7.98,1.0
-12.48,0.3376,0.437,0.4622,0.01381,24.14,0.3135,0.001811,6.3e-06,0.0405,2.246,8.28,2.0
-13.32,0.3347,0.5815,0.4375,0.01598,24.95,1.212,0.03323,5.81e-05,0.05685,1.577,5.727,3.0
-7.348,0.3513,0.6733,0.488,0.01467,21.56,0.995,0.02856,0.001203,0.2988,3.432,6.816,4.0
4.684,0.316,0.6055,0.4602,0.01817,19.28,0.4387,0.00579,0.001386,0.4333,4.43,6.418,0.0
-3.27,0.3264,0.4326,0.476,0.01741,19.12,0.1119,0.0002885,4.935e-05,0.1621,4.402,7.734,1.0
3.197,0.3123,0.5464,0.4565,0.01802,19.12,0.2915,0.002396,0.000627,0.3564,4.574,6.74,2.0
4.93,0.323,0.625,0.47,0.01648,19.4,0.4954,0.007496,0.001861,0.488,4.66,6.707,3.0
-6.656,0.3477,0.629,0.4868,0.01718,21.23,0.7554,0.01599,0.0007515,0.2593,3.326,6.516,4.0
0.9233,0.3184,0.563,0.4697,0.01979,18.47,0.2864,0.002445,0.000998,0.4287,4.645,6.152,0.0
-3.27,0.3264,0.4326,0.476,0.01741,19.12,0.1119,0.0002885,4.935e-05,0.1621,4.402,7.734,1.0
-1.443,0.3015,0.4485,0.4424,0.02124,18.42,0.1165,0.0003364,8.523e-05,0.1909,4.195,6.57,2.0
-3.246,0.3425,0.679,0.4866,0.01598,20.44,0.8193,0.02054,0.002075,0.4155,3.953,6.61,3.0
-6.68,0.3271,0.629,0.4978,0.01791,16.95,0.2974,0.003105,0.005474,0.9326,5.9,5.7,4.0
0.9233,0.3184,0.563,0.4697,0.01979,18.47,0.2864,0.002445,0.000998,0.4287,4.645,6.152,0.0
-12.58,0.3564,0.5303,0.476,0.01741,24.34,0.7656,0.01267,3.45e-05,0.05533,1.782,6.17,1.0
3.197,0.3123,0.5464,0.4565,0.01802,19.12,0.2915,0.002396,0.000627,0.3564,4.574,6.74,2.0
-1.019,0.327,0.679,0.4866,0.01598,18.23,0.507,0.00882,0.005943,0.825,5.445,6.32,3.0
-2.621,0.3376,0.629,0.4978,0.0219,18.23,0.4146,0.00561,0.002394,0.5283,4.332,5.426,4.0
-1.434,0.3325,0.4487,0.4893,0.01918,18.44,0.1149,0.0003269,9.7e-05,0.2122,4.566,7.023,0.0
-6.523,0.345,0.4326,0.4966,0.01559,20.3,0.1411,0.0004327,3.18e-05,0.1243,4.01,8.38,1.0
-2.365,0.3123,0.4382,0.4565,0.01802,18.94,0.1143,0.000308,6.133e-05,0.1759,4.434,7.492,2.0
-3.576,0.3464,0.5835,0.497,0.01546,20.4,0.4746,0.00624,0.0007195,0.326,4.24,7.266,3.0
-1.875,0.3428,0.6426,0.4912,0.01938,19.84,0.6196,0.01169,0.001515,0.38,3.799,6.035,4.0
-1.762,0.3066,0.6587,0.4531,0.0203,18.2,0.4753,0.00761,0.00374,0.632,4.605,5.59,0.0
-15.96,0.3264,0.3347,0.4272,0.01741,27.98,0.1948,0.000451,0.0,0.001699,0.602,6.17,1.0
-2.418,0.3198,0.5464,0.463,0.01573,19.97,0.341,0.003138,0.00049,0.312,4.484,7.4,2.0
-4.605,0.3252,0.514,0.4683,0.01554,20.34,0.2905,0.002132,0.0002307,0.2351,4.254,7.703,3.0
0.3025,0.3257,0.6753,0.4812,0.01845,18.36,0.5254,0.00937,0.004604,0.6914,4.844,5.9,4.0
-3.549,0.318,0.633,0.474,0.02065,17.78,0.3784,0.004814,0.003357,0.653,4.824,5.516,0.0
-5.24,0.3188,0.4326,0.476,0.01875,17.31,0.07556,0.0001453,0.00010645,0.2607,5.28,6.92,1.0
-1.148,0.3123,0.5513,0.4565,0.015076,19.4,0.3103,0.00269,0.0007215,0.3933,5.0,7.44,2.0
-2.68,0.3347,0.504,0.4866,0.01598,19.72,0.2363,0.001431,0.0002465,0.2622,4.562,7.598,3.0
-8.5,0.3174,0.4285,0.4812,0.01845,16.14,0.05463,8.07e-05,0.0001674,0.3596,6.098,6.523,4.0
-6.656,0.3113,0.3552,0.461,0.021,16.9,0.02791,1.645e-05,6.14e-06,0.09717,4.434,7.18,0.0
-6.594,0.3264,0.5615,0.4949,0.01542,17.22,0.2051,0.001343,0.00225,0.76,6.406,6.58,1.0
-4.887,0.3123,0.6807,0.4705,0.01802,17.44,0.436,0.00682,0.00758,0.933,5.484,5.688,2.0
-0.9214,0.3286,0.663,0.4734,0.014206,20.0,0.675,0.014015,0.002478,0.5107,4.645,7.11,3.0
-8.836,0.3257,0.6753,0.4458,0.0209,21.52,1.08,0.0338,0.0007696,0.2028,2.492,5.33,4.0
-1.907,0.305,0.434,0.4448,0.01938,18.94,0.11145,0.00029,4.95e-05,0.1565,4.156,7.21,0.0
-6.594,0.3264,0.5615,0.4949,0.01542,17.22,0.2051,0.001343,0.00225,0.76,6.406,6.58,1.0
3.264,0.3123,0.5464,0.4565,0.01895,19.05,0.2888,0.002361,0.0006156,0.3484,4.45,6.527,2.0
-6.027,0.3215,0.554,0.4866,0.01643,17.25,0.199,0.00125,0.00185,0.691,6.133,6.445,3.0
-9.766,0.3467,0.6753,0.4702,0.0146,22.56,1.24,0.0425,0.000716,0.2065,2.78,6.508,4.0
-15.36,0.305,0.434,0.3948,0.01938,27.08,0.5884,0.005653,7e-07,0.00813,0.798,5.113,0.0
-8.305,0.3264,0.449,0.4949,0.01587,16.55,0.0721,0.0001434,0.0002882,0.4377,6.555,7.023,1.0
-13.53,0.3127,0.34,0.4216,0.0218,24.88,0.125,0.0002131,6e-08,0.00453,0.976,6.445,2.0
-13.05,0.3557,0.4795,0.477,0.01598,24.81,0.546,0.005814,1.115e-05,0.0386,1.769,6.863,3.0
-10.42,0.309,0.6753,0.4812,0.02261,15.43,0.276,0.003075,0.013565,1.272,5.57,4.242,4.0
-14.266,0.314,0.3223,0.4197,0.0219,25.64,0.1104,0.0001507,0.0,0.002285,0.75,6.215,0.0
-17.75,0.309,0.2698,0.4949,0.01542,8.45,0.0003922,0.0,5.5e-06,0.366,11.055,4.1,1.0
-9.945,0.3037,0.4287,0.465,0.01839,15.48,0.04645,6.09e-05,0.0002315,0.4375,6.547,6.19,2.0
-5.35,0.323,0.6665,0.4543,0.01895,20.61,0.828,0.02057,0.001354,0.3176,3.342,5.98,3.0
-2.855,0.3447,0.6133,0.4937,0.01595,20.34,0.563,0.00912,0.001065,0.36,4.152,6.97,4.0
-2.092,0.3027,0.4307,0.4407,0.02148,18.89,0.1091,0.0002763,3.98e-05,0.1367,3.799,6.75,0.0
-13.305,0.315,0.4236,0.4949,0.01542,13.68,0.02675,2.26e-05,0.000545,0.7876,8.49,5.594,1.0
-11.54,0.3123,0.5464,0.4888,0.01238,15.44,0.1185,0.00049,0.004517,1.293,8.35,6.195,2.0
-12.414,0.3572,0.4832,0.4866,0.013016,24.25,0.483,0.00469,2.1e-05,0.06027,2.367,8.02,3.0
-13.15,0.3257,0.6753,0.417,0.01845,24.22,1.9,0.09283,0.0001732,0.0712,1.368,4.57,4.0
-14.266,0.3027,0.4307,0.399,0.02148,25.73,0.4492,0.00344,1.13e-06,0.01186,0.997,5.355,0.0
-8.94,0.3188,0.558,0.4905,0.01749,16.14,0.1594,0.0008616,0.003035,0.902,6.55,5.72,1.0
-7.223,0.3257,0.6484,0.4531,0.01765,21.36,0.8687,0.02145,0.000842,0.2534,3.133,6.266,2.0
-2.68,0.3347,0.504,0.4866,0.01598,19.72,0.2363,0.001431,0.0002465,0.2622,4.562,7.598,3.0
-5.785,0.339,0.623,0.4778,0.01717,20.98,0.692,0.0135,0.0007997,0.2788,3.5,6.59,4.0
-2.254,0.3027,0.4346,0.4456,0.01906,18.31,0.0971,0.0002279,6.92e-05,0.1941,4.598,7.14,0.0
-4.46,0.3188,0.558,0.4548,0.01749,20.58,0.4277,0.004868,0.0003936,0.2463,3.766,6.918,1.0
3.893,0.3318,0.651,0.4866,0.01842,18.77,0.507,0.00833,0.002985,0.577,4.645,6.082,2.0
-1.861,0.328,0.5654,0.4866,0.01503,18.56,0.2834,0.002394,0.001339,0.5405,5.594,7.152,3.0
-9.53,0.3503,0.5425,0.4841,0.01791,22.38,0.562,0.007565,0.0001196,0.12054,2.668,6.68,4.0
-1.975,0.3032,0.459,0.4402,0.01909,19.44,0.1571,0.0005918,7.963e-05,0.1714,4.02,7.145,0.0
-7.234,0.3188,0.558,0.4548,0.01223,21.12,0.4507,0.005264,0.0004373,0.281,4.41,8.32,1.0
1.356,0.3318,0.651,0.4817,0.01955,19.14,0.5586,0.00991,0.002306,0.4817,4.184,5.918,2.0
-9.23,0.353,0.6025,0.4866,0.01598,22.31,0.8013,0.01665,0.000342,0.1758,2.908,6.766,3.0
-11.19,0.3523,0.5396,0.4797,0.01581,23.42,0.6606,0.00994,7.695e-05,0.09296,2.408,6.953,4.0
-1.8955,0.3142,0.537,0.467,0.01987,17.98,0.2156,0.001373,0.000808,0.4338,4.914,6.15,0.0
-2.686,0.316,0.531,0.455,0.01749,20.1,0.318,0.002653,0.0003119,0.251,4.062,7.082,1.0
-1.049,0.3318,0.4788,0.4866,0.01729,18.92,0.1642,0.0006895,0.0001869,0.2598,4.75,7.324,2.0
2.168,0.3398,0.6587,0.491,0.01595,19.7,0.632,0.01242,0.00243,0.503,4.5,6.7,3.0
1.328,0.3271,0.67,0.4712,0.01645,19.77,0.682,0.01458,0.002544,0.4922,4.332,6.54,4.0
-13.164,0.3142,0.537,0.414,0.01987,24.64,0.8867,0.01695,2.58e-05,0.04166,1.416,5.316,0.0
-8.28,0.325,0.531,0.455,0.01694,21.81,0.453,0.00495,0.0001396,0.1472,3.127,7.145,1.0
-5.902,0.3318,0.5156,0.471,0.01944,20.8,0.3386,0.002836,0.0001447,0.1631,3.297,6.72,2.0
