like1,like2,like3,like4,like5,like6,like7,like8,like9,like10,like11,like12,like13,like14,parn,parD,parq,parLambda,simulation_0,simulation_1,simulation_2,simulation_3,simulation_4,simulation_5,simulation_6,simulation_7,simulation_8,simulation_9,simulation_10,simulation_11,simulation_12,simulation_13,chain
6.164,22.53,10.52,4.14,1.547,0.566,0.2051,0.0,0.0,6e-08,0.00391,0.728,4.824,6.37,0.4353,0.5005,0.275,0.000335,25.36,23.06,10.53,4.14,1.547,0.566,0.2051,0.0,0.0,0.0,0.0,0.0,1.5e-06,0.0001985,1.0
14.13,14.15,3.186,0.5957,0.10547,0.01826,0.003132,0.0,0.0,6e-08,0.00391,0.728,4.824,6.348,0.437,0.4907,0.3616,0.000385,33.34,14.68,3.193,0.5957,0.10547,0.01826,0.003132,0.0,0.0,0.0,0.0,4e-07,0.0003095,0.0215,1.0
16.94,5.62,0.501,0.03583,0.002405,0.0001574,1.02e-05,0.0,0.0,6e-08,0.00391,0.728,4.805,5.707,0.4385,0.4812,0.4485,0.001105,36.12,6.152,0.509,0.03595,0.002405,0.0001574,1.02e-05,0.0,0.0,0.0,0.0,6.455e-05,0.02234,0.6606,1.0
16.92,4.43,0.3171,0.018,0.0009537,4.91e-05,2.5e-06,0.0,0.0,6e-08,0.00391,0.728,4.79,5.383,0.4402,0.4714,0.4646,0.001825,36.12,4.96,0.3252,0.01813,0.000955,4.92e-05,2.5e-06,0.0,0.0,0.0,0.0,0.00011563,0.0375,0.988,1.0
15.445,12.38,2.248,0.3335,0.04654,0.006336,0.0008526,0.0,0.0,6e-08,0.00391,0.728,4.824,6.344,0.4417,0.462,0.378,0.002544,34.62,12.914,2.256,0.3335,0.04654,0.006336,0.0008526,0.0,0.0,0.0,0.0,3e-07,0.0003211,0.02547,1.0
7.45,21.89,8.664,2.826,0.867,0.2595,0.07666,0.0,0.0,6e-08,0.00391,0.728,4.824,6.37,0.4434,0.4524,0.291,0.003265,26.64,22.42,8.67,2.826,0.867,0.2595,0.07666,0.0,0.0,0.0,0.0,0.0,6e-07,0.0001245,1.0
2.92,25.0,18.03,10.68,5.95,3.225,1.726,0.0,0.0,6e-08,0.00391,0.728,4.824,6.37,0.445,0.4426,0.2043,0.003986,16.28,25.53,18.03,10.68,5.95,3.225,1.726,0.0,0.0,0.0,0.0,0.0,0.0,1e-07,1.0
5.547,24.11,19.62,13.05,8.13,4.93,2.95,0.0,0.0,6e-08,0.00391,0.728,4.824,6.37,0.4465,0.433,0.1825,0.004704,13.65,24.64,19.64,13.05,8.13,4.93,2.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
4.383,23.92,10.94,4.066,1.413,0.4773,0.1589,0.0,0.0,6e-08,0.00391,0.728,4.824,6.37,0.4482,0.4236,0.2693,0.005424,23.58,24.45,10.945,4.066,1.413,0.4773,0.1589,0.0,0.0,0.0,0.0,0.0,0.0,8.64e-06,1.0
14.164,15.06,3.068,0.5005,0.07605,0.011215,0.001629,0.0,0.0,6e-08,0.00391,0.728,4.824,6.367,0.4497,0.4138,0.3562,0.006145,33.38,15.59,3.076,0.5005,0.07605,0.011215,0.001629,0.0,0.0,0.0,0.0,0.0,1.26e-05,0.002258,1.0
19.11,5.727,0.413,0.02312,0.001193,5.95e-05,2.9e-06,0.0,0.0,6e-08,0.00391,0.728,4.824,6.215,0.4514,0.4043,0.4429,0.006866,38.3,6.258,0.4211,0.02324,0.001194,5.95e-05,2.9e-06,0.0,0.0,0.0,0.0,1.6e-06,0.002163,0.1552,1.0
19.3,3.668,0.1763,0.00646,0.0002171,7e-06,2.4e-07,0.0,0.0,6e-08,0.00391,0.728,4.82,5.973,0.453,0.3948,0.4702,0.007584,38.5,4.2,0.1842,0.00658,0.0002185,7.03e-06,2.4e-07,0.0,0.0,0.0,0.0,6.5e-06,0.007202,0.3975,1.0
16.83,11.76,1.633,0.1771,0.01775,0.0017185,0.0001636,0.0,0.0,6e-08,0.00391,0.728,4.824,6.363,0.4546,0.385,0.3835,0.00831,36.03,12.29,1.641,0.1772,0.01775,0.0017185,0.0001636,0.0,0.0,0.0,0.0,0.0,2.414e-05,0.004837,1.0
7.008,22.34,7.598,2.031,0.502,0.1196,0.02803,0.0,0.0,6e-08,0.00391,0.728,4.824,6.37,0.456,0.3755,0.2966,0.009026,26.2,22.88,7.605,2.031,0.502,0.1196,0.02803,0.0,0.0,0.0,0.0,0.0,0.0,8.46e-06,1.0
4.6,25.9,17.7,9.47,4.668,2.217,1.034,0.0,0.0,6e-08,0.00391,0.728,4.824,6.37,0.4578,0.366,0.21,0.00974,14.59,26.44,17.72,9.48,4.668,2.217,1.034,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
8.55,24.0,20.27,13.27,7.98,4.617,2.623,0.0,0.0,6e-08,0.00391,0.728,4.824,6.37,0.4595,0.3562,0.1769,0.01047,10.65,24.53,20.28,13.27,7.98,4.617,2.623,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1.74,25.56,11.29,3.84,1.195,0.3574,0.1048,0.0,0.0,6e-08,0.00391,0.728,4.824,6.37,0.461,0.3467,0.2637,0.011185,20.94,26.1,11.3,3.84,1.195,0.3574,0.1048,0.0,0.0,0.0,0.0,0.0,0.0,1e-07,1.0
13.74,16.14,2.822,0.374,0.04517,0.00523,0.0005927,0.0,0.0,6e-08,0.00391,0.728,4.824,6.37,0.4626,0.3372,0.3506,0.0119,32.94,16.67,2.83,0.3743,0.04517,0.00523,0.0005927,0.0,0.0,0.0,0.0,0.0,1e-07,9.143e-05,1.0
21.67,5.65,0.2944,0.0113,0.0003908,1.29e-05,4e-07,0.0,0.0,6e-08,0.00391,0.728,4.824,6.35,0.464,0.3274,0.4373,0.01263,40.88,6.18,0.3025,0.01142,0.0003922,1.29e-05,4e-07,0.0,0.0,0.0,0.0,0.0,7.4e-05,0.01923,1.0
22.6,2.723,0.071,0.001343,2.32e-05,3.6e-07,0.0,0.0,0.0,6e-08,0.00391,0.728,4.824,6.258,0.4658,0.3179,0.4758,0.01334,41.78,3.254,0.0789,0.001463,2.456e-05,4e-07,0.0,0.0,0.0,0.0,0.0,1e-07,0.000671,0.1115,1.0
18.61,10.85,1.017,0.0697,0.004288,0.0002515,1.436e-05,0.0,0.0,6e-08,0.00391,0.728,4.824,6.367,0.4673,0.3083,0.3892,0.01407,37.8,11.38,1.025,0.0698,0.00429,0.0002515,1.436e-05,0.0,0.0,0.0,0.0,0.0,5.4e-07,0.000439,1.0
6.08,23.11,6.316,1.267,0.2279,0.03903,0.006516,0.0,0.0,6e-08,0.00391,0.728,4.824,6.37,0.469,0.2986,0.3022,0.014786,25.28,23.64,6.324,1.267,0.2279,0.03903,0.006516,0.0,0.0,0.0,0.0,0.0,0.0,2e-07,1.0
7.004,27.45,17.55,8.14,3.379,1.331,0.5103,0.0,0.0,6e-08,0.00391,0.728,4.824,6.37,0.4705,0.289,0.2155,0.0155,12.195,27.98,17.55,8.14,3.379,1.331,0.5103,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
12.04,23.72,21.34,13.74,7.867,4.266,2.25,0.0,0.0,6e-08,0.00391,0.728,4.824,6.37,0.4722,0.2795,0.1713,0.01622,7.16,24.25,21.36,13.74,7.867,4.266,2.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2.107,27.92,11.68,3.459,0.9067,0.2245,0.05396,0.0,0.0,6e-08,0.00391,0.728,4.824,6.37,0.4739,0.27,0.258,0.01695,17.1,28.45,11.69,3.46,0.9067,0.2245,0.05396,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
12.336,17.45,2.38,0.2255,0.01875,0.001468,0.00011134,0.0,0.0,6e-08,0.00391,0.728,4.824,6.37,0.4753,0.2603,0.345,0.01767,31.53,17.98,2.389,0.2256,0.01875,0.001468,0.00011134,0.0,0.0,0.0,0.0,0.0,0.0,6e-07,1.0
24.75,5.242,0.1582,0.003227,5.76e-05,9.5e-07,0.0,0.0,0.0,6e-08,0.00391,0.728,4.824,6.367,0.477,0.2507,0.4316,0.01839,43.94,5.773,0.1661,0.003347,5.9e-05,9.5e-07,0.0,0.0,0.0,0.0,0.0,0.0,3.6e-07,0.000702,1.0
27.5,1.575,0.01153,3.7e-06,7e-07,0.0,0.0,0.0,0.0,6e-08,0.00391,0.728,4.824,6.355,0.4785,0.2411,0.4814,0.0191,46.7,2.107,0.0195,0.0001242,7e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.51e-05,0.01533,1.0
20.83,9.39,0.4617,0.014915,0.000414,1.067e-05,2.4e-07,0.0,0.0,6e-08,0.00391,0.728,4.824,6.37,0.4802,0.2314,0.3948,0.01982,40.03,9.92,0.4697,0.01504,0.0004153,1.067e-05,2.4e-07,0.0,0.0,0.0,0.0,0.0,0.0,9.06e-06,1.0
4.01,24.27,4.67,0.5854,0.06274,0.006245,0.0005975,0.0,0.0,6e-08,0.00391,0.728,4.824,6.37,0.4817,0.2219,0.3079,0.02054,23.2,24.8,4.68,0.5854,0.06274,0.006245,0.0005975,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
10.49,30.11,17.5,6.496,2.045,0.5957,0.1665,0.0,0.0,6e-08,0.00391,0.728,4.824,6.37,0.4834,0.2123,0.2211,0.02127,8.7,30.64,17.5,6.496,2.045,0.5957,0.1665,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
15.73,22.81,23.23,14.67,7.793,3.81,1.782,0.0,0.0,6e-08,0.00391,0.728,4.824,6.37,0.4849,0.2028,0.1656,0.02199,3.467,23.34,23.23,14.67,7.793,3.81,1.782,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
7.74,31.67,12.07,2.803,0.541,0.09576,0.01614,0.0,0.0,6e-08,0.00391,0.728,4.824,6.37,0.4866,0.1931,0.2524,0.0227,11.46,32.22,12.08,2.803,0.541,0.09576,0.01614,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
8.61,19.1,1.644,0.08344,0.003477,0.000132,4.77e-06,0.0,0.0,6e-08,0.00391,0.728,4.824,6.37,0.4883,0.1835,0.3394,0.02342,27.8,19.62,1.651,0.08356,0.003479,0.000132,4.77e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
28.3,4.164,0.04086,0.0001754,6e-08,0.0,0.0,0.0,0.0,6e-08,0.00391,0.728,4.824,6.37,0.4897,0.174,0.426,0.02414,47.5,4.695,0.04883,0.0002959,1.43e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5e-06,1.0
35.75,0.3396,0.006706,0.0001195,1.4e-06,0.0,0.0,0.0,0.0,6e-08,0.00391,0.728,4.824,6.367,0.4915,0.1643,0.487,0.02487,54.94,0.8716,0.001265,1e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0003731,1.0
23.23,6.75,0.08966,0.0005875,2.7e-06,0.0,0.0,0.0,0.0,6e-08,0.00391,0.728,4.824,6.37,0.493,0.1547,0.4004,0.02559,42.44,7.28,0.0976,0.0007076,4.05e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.8916,25.9,2.488,0.12177,0.004612,0.0001544,4.8e-06,0.0,0.0,6e-08,0.00391,0.728,4.824,6.37,0.4946,0.1451,0.3135,0.0263,18.3,26.44,2.496,0.1219,0.004612,0.0001544,4.8e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
15.26,35.22,17.28,4.113,0.7427,0.1174,0.01724,0.0,0.0,6e-08,0.00391,0.728,4.824,6.37,0.496,0.1355,0.2267,0.02702,3.941,35.75,17.3,4.113,0.7427,0.1174,0.01724,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
18.55,19.72,26.95,16.66,7.625,3.021,1.1045,0.0,0.0,6e-08,0.00391,0.728,4.824,6.37,0.4978,0.1259,0.16,0.02774,0.6416,20.25,26.97,16.66,7.625,3.021,1.1045,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
15.086,38.8,12.06,1.605,0.154,0.01261,0.0009456,0.0,0.0,6e-08,0.00391,0.728,4.824,6.37,0.4993,0.1163,0.247,0.02846,4.113,39.34,12.07,1.605,0.154,0.01261,0.0009456,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.747,20.4,0.545,0.005714,4.16e-05,2.4e-07,0.0,0.0,0.0,6e-08,0.00391,0.728,4.824,6.37,0.499,0.1067,0.3337,0.02919,18.45,20.94,0.553,0.005833,4.303e-05,2.4e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
31.45,1.743,0.005913,0.00011986,1.4e-06,0.0,0.0,0.0,0.0,6e-08,0.00391,0.728,4.824,6.37,0.4973,0.1029,0.4204,0.0299,50.66,2.275,0.002058,7e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
45.72,0.356,0.00796,0.0001206,1.4e-06,0.0,0.0,0.0,0.0,6e-08,0.00391,0.728,4.824,6.37,0.4958,0.1125,0.4927,0.02937,64.94,0.1761,1.36e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.2e-06,1.0
25.92,4.098,0.010124,8.863e-05,1.4e-06,0.0,0.0,0.0,0.0,6e-08,0.00391,0.728,4.824,6.37,0.4941,0.1221,0.406,0.02866,45.12,4.633,0.0181,3.195e-05,6e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.5728,24.03,1.573,0.04883,0.00114,2.31e-05,4e-07,0.0,0.0,6e-08,0.00391,0.728,4.824,6.37,0.4927,0.1317,0.319,0.02794,18.62,24.56,1.581,0.04895,0.001141,2.32e-05,4e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
14.17,35.16,15.336,3.346,0.561,0.0829,0.01142,0.0,0.0,6e-08,0.00391,0.728,4.824,6.37,0.491,0.1414,0.2323,0.02722,5.023,35.7,15.34,3.346,0.561,0.0829,0.01142,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
18.02,19.53,25.0,16.58,8.61,3.975,1.72,0.0,0.0,6e-08,0.00391,0.728,4.824,6.37,0.4895,0.1509,0.1545,0.02649,1.176,20.06,25.0,16.58,8.61,3.975,1.72,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
11.625,33.88,13.445,2.916,0.5034,0.07794,0.01135,0.0,0.0,6e-08,0.00391,0.728,4.824,6.37,0.4878,0.1605,0.2413,0.02577,7.574,34.4,13.45,2.916,0.5034,0.07794,0.01135,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
5.613,20.97,1.849,0.09204,0.0037,0.0001341,4.6e-06,0.0,0.0,6e-08,0.00391,0.728,4.824,6.37,0.4863,0.17,0.3281,0.02505,24.81,21.5,1.856,0.09216,0.0037,0.0001341,4.6e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
26.44,5.12,0.0716,0.000545,3.16e-06,0.0,0.0,0.0,0.0,6e-08,0.00391,0.728,4.824,6.37,0.4846,0.1797,0.4148,0.02434,45.62,5.652,0.0796,0.0006657,4.6e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.13e-06,1.0
32.0,0.2428,0.006474,0.0001188,1.4e-06,0.0,0.0,0.0,0.0,6e-08,0.00391,0.728,4.824,6.363,0.4832,0.1893,0.4983,0.02362,51.2,0.775,0.001499,1.8e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4e-06,0.006588,1.0
25.0,6.008,0.1296,0.0016985,1.88e-05,2e-07,0.0,0.0,0.0,6e-08,0.00391,0.728,4.824,6.37,0.4814,0.1989,0.4116,0.02289,44.2,6.543,0.1376,0.00182,2.015e-05,2e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.9e-06,1.0
7.234,21.0,2.736,0.225,0.01562,0.001,6.145e-05,0.0,0.0,6e-08,0.00391,0.728,4.824,6.37,0.4797,0.2085,0.3247,0.02217,26.44,21.53,2.744,0.2251,0.01562,0.001001,6.145e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
7.78,30.3,14.22,4.32,1.119,0.269,0.06207,0.0,0.0,6e-08,0.00391,0.728,4.824,6.37,0.4783,0.2181,0.2379,0.02145,11.414,30.83,14.23,4.32,1.119,0.269,0.06207,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
15.516,20.52,22.27,15.82,9.67,5.504,3.014,0.0,0.0,6e-08,0.00391,0.728,4.824,6.37,0.4766,0.2277,0.1511,0.02074,3.684,21.05,22.27,15.82,9.67,5.504,3.014,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
6.89,29.44,14.56,4.84,1.394,0.3752,0.0974,0.0,0.0,6e-08,0.00391,0.728,4.824,6.37,0.475,0.2373,0.2357,0.02002,12.305,29.98,14.57,4.84,1.394,0.3752,0.0974,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
8.37,20.7,3.486,0.4,0.03992,0.00374,0.0003386,0.0,0.0,6e-08,0.00391,0.728,4.824,6.37,0.4734,0.247,0.3225,0.0193,27.56,21.23,3.494,0.4,0.03995,0.00374,0.0003386,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
22.48,7.316,0.3281,0.010056,0.000269,6.74e-06,2e-07,0.0,0.0,6e-08,0.00391,0.728,4.824,6.37,0.472,0.2566,0.4092,0.01857,41.7,7.848,0.3362,0.01018,0.0002704,6.74e-06,2e-07,0.0,0.0,0.0,0.0,0.0,1e-07,0.0002128,1.0
24.9,1.069,0.00606,3.237e-05,9e-07,0.0,0.0,0.0,0.0,6e-08,0.00391,0.728,4.824,6.27,0.4702,0.266,0.496,0.01785,44.1,1.602,0.01403,8.816e-05,5e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0003076,0.1006,1.0
22.56,6.67,0.3088,0.01,0.0002859,7.7e-06,2e-07,0.0,0.0,6e-08,0.00391,0.728,4.824,6.367,0.4688,0.2756,0.417,0.01714,41.75,7.207,0.3167,0.010124,0.000287,7.7e-06,2e-07,0.0,0.0,0.0,0.0,0.0,9e-07,0.001003,1.0
10.695,18.92,3.387,0.4358,0.04996,0.005432,0.0005746,0.0,0.0,6e-08,0.00391,0.728,4.824,6.37,0.467,0.2854,0.3303,0.01642,29.89,19.45,3.395,0.4358,0.04996,0.005432,0.0005746,0.0,0.0,0.0,0.0,0.0,0.0,1.2e-06,1.0
2.809,27.42,13.4,4.79,1.534,0.4673,0.1387,0.0,0.0,6e-08,0.00391,0.728,4.824,6.37,0.4653,0.295,0.2435,0.0157,16.39,27.95,13.41,4.79,1.534,0.4673,0.1387,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
12.18,21.9,21.08,14.93,9.52,5.79,3.432,0.0,0.0,6e-08,0.00391,0.728,4.824,6.37,0.4639,0.3044,0.1567,0.01498,7.016,22.44,21.08,14.93,9.52,5.79,3.432,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
3.832,27.08,15.19,6.37,2.414,0.8745,0.309,0.0,0.0,6e-08,0.00391,0.728,4.824,6.37,0.4622,0.3142,0.2301,0.01425,15.37,27.61,15.195,6.37,2.414,0.8745,0.309,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
9.26,20.31,4.86,0.874,0.1426,0.02225,0.003393,0.0,0.0,6e-08,0.00391,0.728,4.824,6.37,0.4607,0.3237,0.317,0.013535,28.45,20.84,4.87,0.874,0.1426,0.02225,0.003393,0.0,0.0,0.0,0.0,0.0,0.0,3.8e-06,1.0
19.62,8.7,0.7188,0.04425,0.002466,0.0001317,6.85e-06,0.0,0.0,6e-08,0.00391,0.728,4.824,6.367,0.459,0.3333,0.4038,0.01282,38.8,9.234,0.7266,0.04434,0.002468,0.0001317,6.85e-06,0.0,0.0,0.0,0.0,0.0,1.067e-05,0.003847,1.0
20.6,1.947,0.04495,0.000764,1.21e-05,2e-07,0.0,0.0,0.0,6e-08,0.00391,0.728,4.82,5.953,0.4575,0.343,0.4905,0.01209,39.78,2.48,0.05292,0.000884,1.353e-05,2e-07,0.0,0.0,0.0,0.0,0.0,2.2e-06,0.00539,0.418,1.0
20.2,6.812,0.4768,0.02513,0.001206,5.55e-05,2.5e-06,0.0,0.0,6e-08,0.00391,0.728,4.824,6.348,0.4558,0.3525,0.4226,0.011375,39.4,7.344,0.4849,0.02525,0.001207,5.555e-05,2.5e-06,0.0,0.0,0.0,0.0,0.0,0.0001097,0.0211,1.0
12.26,17.4,3.729,0.619,0.0945,0.01389,0.002005,0.0,0.0,6e-08,0.00391,0.728,4.824,6.37,0.4543,0.362,0.336,0.01066,31.45,17.94,3.736,0.6196,0.0945,0.01389,0.002005,0.0,0.0,0.0,0.0,0.0,2.4e-07,0.00011355,1.0
0.756,25.52,12.79,5.04,1.833,0.643,0.2217,0.0,0.0,6e-08,0.00391,0.728,4.824,6.37,0.4526,0.3716,0.2491,0.00993,19.95,26.05,12.8,5.04,1.833,0.643,0.2217,0.0,0.0,0.0,0.0,0.0,0.0,1e-07,1.0
9.016,22.64,20.39,14.51,9.55,6.07,3.797,0.0,0.0,6e-08,0.00391,0.728,4.824,6.37,0.451,0.3813,0.1624,0.00922,10.18,23.17,20.4,14.51,9.55,6.07,3.797,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1.835,25.69,15.734,7.68,3.479,1.524,0.657,0.0,0.0,6e-08,0.00391,0.728,4.824,6.37,0.4495,0.3909,0.2245,0.00849,17.36,26.22,15.74,7.68,3.479,1.524,0.657,0.0,0.0,0.0,0.0,0.0,0.0,6e-08,1.0
9.49,20.03,6.008,1.438,0.32,0.06903,0.01466,0.0,0.0,6e-08,0.00391,0.728,4.824,6.37,0.4478,0.4004,0.3113,0.007774,28.69,20.56,6.016,1.438,0.32,0.06903,0.01466,0.0,0.0,0.0,0.0,0.0,3e-07,9.024e-05,1.0
17.52,9.64,1.17,0.11206,0.00997,0.00086,7.31e-05,0.0,0.0,6e-08,0.00391,0.728,4.824,6.344,0.4463,0.4102,0.3982,0.007053,36.72,10.17,1.178,0.1122,0.00997,0.00086,7.31e-05,0.0,0.0,0.0,0.0,1e-07,0.0002236,0.02507,1.0
17.62,2.705,0.11383,0.003674,0.0001091,3.1e-06,6e-08,0.0,0.0,6e-08,0.00391,0.728,4.793,5.28,0.4446,0.4197,0.4849,0.006336,36.8,3.238,0.1218,0.003794,0.00011045,3.1e-06,6e-08,0.0,0.0,0.0,0.0,6.65e-05,0.0349,1.089,1.0
18.12,6.707,0.606,0.04324,0.002869,0.0001847,1.174e-05,0.0,0.0,6e-08,0.00391,0.728,4.824,6.215,0.443,0.4292,0.4282,0.005615,37.3,7.24,0.6143,0.04337,0.00287,0.0001847,1.174e-05,0.0,0.0,0.0,0.0,2.7e-06,0.00255,0.1548,1.0
12.92,16.2,3.89,0.76,0.139,0.02477,0.004353,0.0,0.0,6e-08,0.00391,0.728,4.824,6.367,0.4414,0.439,0.3416,0.004894,32.12,16.73,3.898,0.76,0.139,0.02477,0.004353,0.0,0.0,0.0,0.0,0.0,1.62e-05,0.002344,1.0
3.324,24.14,12.32,5.18,2.049,0.789,0.3003,0.0,0.0,6e-08,0.00391,0.728,4.824,6.37,0.44,0.4485,0.2546,0.004173,22.52,24.67,12.33,5.18,2.049,0.789,0.3003,0.0,0.0,0.0,0.0,0.0,6e-08,9.5e-06,1.0
6.223,23.11,20.02,14.336,9.68,6.37,4.145,0.0,0.0,6e-08,0.00391,0.728,4.824,6.37,0.4382,0.458,0.168,0.003454,12.98,23.64,20.03,14.336,9.68,6.37,4.145,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.4734,24.86,16.3,8.89,4.58,2.303,1.1455,0.0,0.0,6e-08,0.00391,0.728,4.824,6.37,0.4365,0.4678,0.2189,0.002735,18.72,25.39,16.31,8.89,4.58,2.303,1.1455,0.0,0.0,0.0,0.0,0.0,0.0,1.3e-06,1.0
9.484,19.88,6.996,2.049,0.568,0.1537,0.04114,0.0,0.0,6e-08,0.00391,0.728,4.824,6.367,0.435,0.4773,0.3057,0.002014,28.69,20.4,7.004,2.049,0.568,0.1537,0.04114,0.0,0.0,0.0,0.0,0.0,6.4e-06,0.000821,1.0
15.914,10.31,1.637,0.2134,0.02628,0.003162,0.000377,0.0,0.0,6e-08,0.00391,0.728,4.824,6.273,0.4333,0.4868,0.3926,0.001295,35.12,10.85,1.645,0.2135,0.02628,0.003162,0.000377,0.0,0.0,0.0,0.0,3.3e-06,0.001892,0.0957,1.0
15.44,3.336,0.2075,0.01021,0.0004685,2.09e-05,9e-07,0.0,0.0,6e-08,0.00391,0.727,4.69,4.152,0.432,0.4966,0.4792,0.000575,34.62,3.87,0.2156,0.01033,0.00047,2.09e-05,9e-07,0.0,0.0,0.0,6e-08,0.000736,0.1329,2.215,1.0
16.23,6.45,0.689,0.05997,0.004925,0.0003958,3.15e-05,0.0,0.0,6e-08,0.00391,0.728,4.8,5.74,0.4302,0.506,0.4338,0.000145,35.44,6.98,0.697,0.0601,0.00493,0.0003958,3.15e-05,0.0,0.0,0.0,0.0,8.446e-05,0.02351,0.6313,1.0
12.85,14.94,3.834,0.827,0.1697,0.03412,0.006798,0.0,0.0,6e-08,0.00391,0.728,4.824,6.35,0.4287,0.5156,0.3472,0.000865,32.03,15.47,3.842,0.827,0.1697,0.03412,0.006798,0.0,0.0,0.0,0.0,5.4e-07,0.000322,0.01944,1.0
4.836,22.34,11.375,4.926,2.033,0.823,0.3306,0.0,0.0,6e-08,0.00391,0.728,4.824,6.37,0.427,0.5254,0.2603,0.001585,24.03,22.89,11.38,4.926,2.033,0.823,0.3306,0.0,0.0,0.0,0.0,0.0,1.6e-06,0.0001749,1.0
4.168,22.38,18.5,13.05,8.79,5.816,3.814,0.0,0.0,6e-08,0.00391,0.728,4.824,6.37,0.4255,0.5347,0.1735,0.002304,15.03,22.9,18.5,13.05,8.79,5.816,3.814,0.0,0.0,0.0,0.0,0.0,0.0,5e-07,1.0
0.0822,22.92,15.45,8.93,4.934,2.678,1.442,0.0,0.0,6e-08,0.00391,0.728,4.824,6.37,0.4238,0.5444,0.2133,0.003025,19.11,23.45,15.46,8.93,4.934,2.678,1.442,0.0,0.0,0.0,0.0,0.0,1e-07,1.23e-05,1.0
8.35,18.36,7.047,2.316,0.728,0.2251,0.06903,0.0,0.0,6e-08,0.00391,0.728,4.824,6.367,0.422,0.554,0.3,0.003744,27.55,18.89,7.055,2.316,0.728,0.2251,0.06903,0.0,0.0,0.0,0.0,1e-07,5.25e-05,0.003286,1.0
13.2,9.87,1.833,0.2874,0.04303,0.006336,0.0009265,0.0,0.0,6e-08,0.00391,0.728,4.82,6.176,0.4207,0.5635,0.387,0.004463,32.4,10.4,1.842,0.2874,0.04303,0.006336,0.0009265,0.0,0.0,0.0,0.0,3.237e-05,0.007175,0.1954,1.0
12.09,3.422,0.271,0.01729,0.001041,6.145e-05,3.6e-06,0.0,0.0,6e-08,0.00391,0.7246,4.555,3.664,0.419,0.573,0.4736,0.005184,31.28,3.953,0.2788,0.0174,0.001042,6.15e-05,3.6e-06,0.0,0.0,0.0,1.2e-06,0.003443,0.2708,2.705,1.0
12.695,5.406,0.6167,0.05814,0.005226,0.0004618,4.053e-05,0.0,0.0,6e-08,0.00391,0.727,4.74,5.15,0.4175,0.583,0.4395,0.005905,31.89,5.938,0.6245,0.05826,0.005226,0.0004618,4.053e-05,0.0,0.0,0.0,2.4e-07,0.000848,0.0887,1.221,1.0
