like1,like2,like3,like4,like5,like6,like7,like8,like9,like10,like11,like12,like13,like14,parn,parD,parq,parLambda,simulation_0,simulation_1,simulation_2,simulation_3,simulation_4,simulation_5,simulation_6,simulation_7,simulation_8,simulation_9,simulation_10,simulation_11,simulation_12,simulation_13,chain
8.61,6.746,1.128,0.1593,0.02164,0.0029,0.0003867,0.0,0.0,6e-08,0.00391,0.728,4.81,6.12,0.443,0.6304,0.4285,0.02628,27.8,7.277,1.136,0.1594,0.02164,0.0029,0.0003867,0.0,0.0,0.0,6e-08,0.0001878,0.01744,0.2489,1.0
8.89,7.008,1.187,0.1697,0.02328,0.003155,0.0004249,0.0,0.0,6e-08,0.00391,0.728,4.812,6.152,0.4417,0.6206,0.4229,0.02556,28.08,7.54,1.194,0.1698,0.02328,0.003155,0.0004249,0.0,0.0,0.0,6e-08,0.0001343,0.014,0.2175,1.0
13.02,6.445,0.714,0.06335,0.00528,0.000429,3.445e-05,0.0,0.0,6e-08,0.00391,0.728,4.824,6.29,0.44,0.472,0.4172,0.02483,32.22,6.977,0.7217,0.0635,0.00528,0.000429,3.445e-05,0.0,0.0,0.0,0.0,3.9e-06,0.00196,0.0811,1.0
19.6,5.01,0.2438,0.00866,0.0002768,8.4e-06,2.4e-07,0.0,0.0,6e-08,0.00391,0.728,4.824,6.36,0.4382,0.323,0.4116,0.02411,38.78,5.543,0.2517,0.00878,0.0002782,8.4e-06,2.4e-07,0.0,0.0,0.0,0.0,0.0,4.06e-05,0.011,1.0
32.72,1.855,0.00363,8.77e-05,1.3e-06,0.0,0.0,0.0,0.0,6e-08,0.00391,0.728,4.824,6.37,0.4368,0.1742,0.406,0.02339,51.9,2.387,0.011604,3.29e-05,6e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.79e-05,1.0
32.34,2.176,0.007145,7.13e-05,1.25e-06,0.0,0.0,0.0,0.0,6e-08,0.00391,0.728,4.824,6.37,0.435,0.1746,0.4004,0.02267,51.53,2.709,0.015114,4.923e-05,1e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.47e-05,1.0
19.36,6.297,0.3772,0.01657,0.0006557,2.474e-05,9e-07,0.0,0.0,6e-08,0.00391,0.728,4.824,6.363,0.4336,0.3235,0.395,0.02196,38.56,6.832,0.3853,0.0167,0.0006566,2.474e-05,9e-07,0.0,0.0,0.0,0.0,0.0,1.65e-05,0.005512,1.0
12.984,8.42,1.182,0.1344,0.01437,0.001501,0.000155,0.0,0.0,6e-08,0.00391,0.728,4.824,6.332,0.432,0.4722,0.3894,0.02122,32.2,8.95,1.189,0.1345,0.01438,0.001501,0.000155,0.0,0.0,0.0,0.0,1.13e-06,0.000721,0.03818,1.0
9.02,9.414,2.06,0.386,0.0696,0.01237,0.002188,0.0,0.0,6e-08,0.00391,0.728,4.82,6.27,0.4304,0.621,0.3838,0.02051,28.22,9.945,2.068,0.386,0.0696,0.01237,0.002188,0.0,0.0,0.0,0.0,3.66e-05,0.00499,0.10156,1.0
8.805,9.805,2.268,0.4502,0.0861,0.01628,0.00306,0.0,0.0,6e-08,0.00391,0.728,4.82,6.273,0.4287,0.6304,0.3782,0.01979,28.0,10.336,2.275,0.4504,0.0862,0.01628,0.00306,0.0,0.0,0.0,0.0,3.576e-05,0.0047,0.0948,1.0
13.58,52.0,13.945,1.558,0.1241,0.00838,0.000516,0.0,0.0,6e-08,0.00391,0.728,4.824,6.37,0.3042,0.1125,0.1573,0.000625,5.62,52.53,13.95,1.559,0.1241,0.00838,0.000516,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
28.1,7.613,0.04544,3.77e-05,1.1e-06,0.0,0.0,0.0,0.0,6e-08,0.00391,0.728,4.824,6.37,0.3057,0.1221,0.2441,0.001345,47.28,8.15,0.0534,0.0001583,3.6e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
45.9,0.4446,0.007965,0.0001206,1.4e-06,0.0,0.0,0.0,0.0,6e-08,0.00391,0.728,4.824,6.363,0.3074,0.1317,0.3308,0.002066,65.06,0.0876,5.7e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6e-08,0.006493,1.0
2.938,0.532,0.00797,0.0001206,1.4e-06,0.0,0.0,0.0,0.0,6e-08,0.00391,0.728,4.695,9.625,0.309,0.1414,0.4177,0.002785,22.14,0.0001224,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.4e-07,0.1311,15.99,1.0
15.81,0.532,0.00797,0.0001206,1.4e-06,0.0,0.0,0.0,0.0,6e-08,0.00391,0.6978,13.734,2.053,0.3105,0.1509,0.4956,0.003506,3.383,1e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03033,18.56,4.316,1.0
10.08,0.531,0.00797,0.0001206,1.4e-06,0.0,0.0,0.0,0.0,6e-08,0.00391,0.728,4.77,3.08,0.3123,0.1605,0.4087,0.004227,29.28,0.001585,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.4e-07,0.05792,9.45,1.0
40.2,0.1741,0.007133,0.00012,1.4e-06,0.0,0.0,0.0,0.0,6e-08,0.00391,0.728,4.824,6.363,0.3137,0.17,0.322,0.004944,59.38,0.706,0.0008373,6e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3e-07,0.00465,1.0
17.67,16.66,0.903,0.02855,0.0007377,1.73e-05,3.6e-07,0.0,0.0,6e-08,0.00391,0.728,4.824,6.37,0.3154,0.1797,0.2351,0.005665,36.88,17.19,0.911,0.02867,0.000739,1.734e-05,3.6e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
9.87,37.72,20.03,6.42,1.705,0.414,0.09576,0.0,0.0,6e-08,0.00391,0.728,4.824,6.37,0.317,0.1893,0.1517,0.006386,9.33,38.25,20.03,6.42,1.705,0.414,0.09576,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
17.52,16.6,1.128,0.04724,0.001652,5.3e-05,1.6e-06,0.0,0.0,6e-08,0.00391,0.728,4.824,6.37,0.3186,0.1989,0.2385,0.007107,36.72,17.12,1.137,0.04736,0.001653,5.305e-05,1.6e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
33.84,0.9517,0.001477,0.0001023,1.4e-06,0.0,0.0,0.0,0.0,6e-08,0.00391,0.728,4.824,6.355,0.32,0.2085,0.3252,0.00783,53.06,1.483,0.006496,1.83e-05,6e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.35e-06,0.01255,1.0
13.76,0.4998,0.007965,0.0001206,1.4e-06,0.0,0.0,0.0,0.0,6e-08,0.00391,0.728,4.723,0.0703,0.3218,0.2181,0.412,0.008545,32.97,0.0324,5.4e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.1e-06,0.10175,6.3,1.0
9.18,0.5317,0.00797,0.0001206,1.4e-06,0.0,0.0,0.0,0.0,6e-08,0.00391,0.6675,5.035,2.383,0.3235,0.2277,0.4988,0.00926,10.016,0.0002224,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6e-08,0.06046,9.86,8.75,1.0
13.89,0.473,0.00795,0.0001205,1.4e-06,0.0,0.0,0.0,0.0,6e-08,0.00391,0.728,4.703,0.5894,0.325,0.2373,0.4143,0.00999,33.1,0.05927,2.116e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.746e-05,0.1227,5.78,1.0
28.94,1.96,0.01959,9.15e-05,6e-08,0.0,0.0,0.0,0.0,6e-08,0.00391,0.728,4.824,6.348,0.3267,0.247,0.3274,0.010704,48.12,2.492,0.02756,0.0002121,1.43e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.31e-05,0.02145,1.0
14.09,17.94,2.324,0.2079,0.0163,0.001201,8.57e-05,0.0,0.0,6e-08,0.00391,0.728,4.824,6.37,0.3281,0.2566,0.2407,0.01142,33.28,18.47,2.332,0.208,0.0163,0.001201,8.57e-05,0.0,0.0,0.0,0.0,0.0,0.0,9e-07,1.0
7.094,29.78,18.31,7.938,3.037,1.097,0.384,0.0,0.0,6e-08,0.00391,0.728,4.824,6.37,0.3298,0.266,0.1539,0.012146,12.1,30.31,18.31,7.938,3.037,1.097,0.384,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
10.99,20.05,3.564,0.4507,0.0505,0.005356,0.0005517,0.0,0.0,6e-08,0.00391,0.728,4.824,6.37,0.3313,0.2756,0.2329,0.01286,30.19,20.58,3.572,0.4507,0.0505,0.005356,0.0005517,0.0,0.0,0.0,0.0,0.0,0.0,6.6e-07,1.0
24.64,4.027,0.11926,0.002491,4.65e-05,8.3e-07,0.0,0.0,0.0,6e-08,0.00391,0.728,4.824,6.355,0.333,0.2854,0.3196,0.01359,43.84,4.562,0.1272,0.002613,4.786e-05,8.3e-07,0.0,0.0,0.0,0.0,0.0,0.0,2.563e-05,0.01326,1.0
16.36,0.1586,0.00687,0.00011814,1.4e-06,0.0,0.0,0.0,0.0,6e-08,0.00391,0.728,4.758,3.62,0.3345,0.295,0.4065,0.014305,35.56,0.3735,0.001103,2.44e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.093e-05,0.0689,2.75,1.0
1.896,0.5195,0.00797,0.0001206,1.4e-06,0.0,0.0,0.0,0.0,6e-08,0.00391,0.6865,0.3533,3.412,0.3362,0.3044,0.4934,0.01502,17.3,0.01281,2.8e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4e-07,0.0416,4.473,9.78,1.0
13.69,0.1969,0.006924,0.0001181,1.4e-06,0.0,0.0,0.0,0.0,6e-08,0.00391,0.728,4.668,2.604,0.3376,0.3142,0.42,0.01575,32.88,0.3352,0.001047,2.5e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001526,0.1583,3.766,1.0
21.6,3.904,0.1459,0.00398,9.78e-05,2.26e-06,6e-08,0.0,0.0,6e-08,0.00391,0.728,4.824,6.33,0.3394,0.3237,0.333,0.01646,40.78,4.438,0.1538,0.0041,9.92e-05,2.3e-06,6e-08,0.0,0.0,0.0,0.0,0.0,0.0002091,0.04248,1.0
10.84,17.42,3.543,0.545,0.07623,0.01022,0.001342,0.0,0.0,6e-08,0.00391,0.728,4.824,6.37,0.341,0.3333,0.2463,0.01718,30.03,17.95,3.55,0.545,0.07623,0.01022,0.001342,0.0,0.0,0.0,0.0,0.0,0.0,1.866e-05,1.0
5.285,24.72,15.695,7.645,3.404,1.455,0.61,0.0,0.0,6e-08,0.00391,0.728,4.824,6.37,0.3425,0.343,0.1595,0.0179,13.914,25.25,15.7,7.645,3.404,1.455,0.61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
6.527,20.25,5.938,1.343,0.2783,0.05545,0.01084,0.0,0.0,6e-08,0.00391,0.728,4.824,6.37,0.3442,0.3525,0.2273,0.01863,25.72,20.78,5.945,1.343,0.2783,0.05545,0.01084,0.0,0.0,0.0,0.0,0.0,0.0,3.64e-06,1.0
17.78,7.19,0.5815,0.03568,0.002,0.00010777,5.7e-06,0.0,0.0,6e-08,0.00391,0.728,4.824,6.36,0.3457,0.362,0.3142,0.01935,36.97,7.727,0.59,0.0358,0.002,0.00010777,5.7e-06,0.0,0.0,0.0,0.0,0.0,6.443e-05,0.01165,1.0
15.37,0.8154,0.0118,0.00011194,1.13e-06,0.0,0.0,0.0,0.0,6e-08,0.00391,0.728,4.78,5.055,0.3474,0.3716,0.401,0.02007,34.56,1.348,0.01978,0.0002325,2.5e-06,0.0,0.0,0.0,0.0,0.0,0.0,6.67e-05,0.04614,1.315,1.0
2.74,0.4128,0.00772,0.0001201,1.4e-06,0.0,0.0,0.0,0.0,6e-08,0.00391,0.6997,2.676,0.9287,0.3489,0.3813,0.4878,0.02078,21.94,0.1193,0.0002513,4e-07,0.0,0.0,0.0,0.0,0.0,0.0,1.6e-06,0.02834,2.15,7.297,1.0
12.12,0.3528,0.001974,2.974e-05,6e-07,0.0,0.0,0.0,0.0,6e-08,0.00391,0.7275,4.656,3.81,0.3506,0.3909,0.4255,0.0215,31.31,0.885,0.00995,9.084e-05,8e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.000538,0.1688,2.559,1.0
16.31,5.43,0.4006,0.02277,0.001192,6.026e-05,3e-06,0.0,0.0,6e-08,0.00391,0.728,4.824,6.31,0.352,0.4004,0.3386,0.02223,35.5,5.965,0.4084,0.02289,0.001193,6.03e-05,3e-06,0.0,0.0,0.0,0.0,5e-07,0.0007606,0.05927,1.0
8.086,16.3,4.336,0.922,0.1825,0.03506,0.006634,0.0,0.0,6e-08,0.00391,0.728,4.824,6.37,0.3538,0.4102,0.252,0.02295,27.28,16.84,4.344,0.922,0.1825,0.03506,0.006634,0.0,0.0,0.0,0.0,0.0,5e-07,0.0001167,1.0
4.46,21.05,13.51,7.008,3.398,1.6,0.7427,0.0,0.0,6e-08,0.00391,0.728,4.824,6.37,0.3555,0.4197,0.1652,0.02367,14.734,21.58,13.516,7.008,3.398,1.6,0.7427,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
3.244,19.06,7.477,2.379,0.7085,0.2053,0.05865,0.0,0.0,6e-08,0.00391,0.728,4.824,6.37,0.357,0.4292,0.2217,0.02438,22.44,19.6,7.484,2.379,0.7085,0.2053,0.05865,0.0,0.0,0.0,0.0,0.0,6e-08,1.05e-05,1.0
12.58,9.47,1.398,0.1653,0.01828,0.001966,0.0002086,0.0,0.0,6e-08,0.00391,0.728,4.824,6.36,0.3586,0.439,0.3086,0.0251,31.78,10.0,1.406,0.1654,0.01828,0.001966,0.0002086,0.0,0.0,0.0,0.0,6e-08,0.00010955,0.009575,1.0
13.05,2.28,0.1039,0.00362,0.00011635,3.6e-06,1e-07,0.0,0.0,6e-08,0.00391,0.728,4.793,5.69,0.36,0.4485,0.3953,0.02582,32.25,2.812,0.1119,0.00374,0.0001178,3.64e-06,1e-07,0.0,0.0,0.0,0.0,0.000104,0.0315,0.6797,1.0
4.94,0.07227,0.003899,9.006e-05,1.2e-06,0.0,0.0,0.0,0.0,6e-08,0.003906,0.7085,3.723,1.702,0.3618,0.458,0.4822,0.02655,24.14,0.46,0.004074,3.05e-05,2.4e-07,0.0,0.0,0.0,0.0,0.0,3.8e-06,0.0197,1.1045,4.668,1.0
10.14,1.068,0.0334,0.000787,1.74e-05,3.6e-07,0.0,0.0,0.0,6e-08,0.00391,0.7266,4.66,4.58,0.3633,0.4678,0.4312,0.02727,29.34,1.601,0.04135,0.0009074,1.884e-05,3.6e-07,0.0,0.0,0.0,0.0,1e-07,0.001203,0.1647,1.793,1.0
12.29,6.438,0.7363,0.0676,0.00584,0.0004916,4.095e-05,0.0,0.0,6e-08,0.00391,0.728,4.824,6.3,0.365,0.4773,0.3442,0.02798,31.48,6.97,0.744,0.06775,0.00584,0.0004916,4.095e-05,0.0,0.0,0.0,0.0,3.64e-06,0.001734,0.0693,1.0
5.76,15.016,4.742,1.244,0.3086,0.0749,0.01799,0.0,0.0,6e-08,0.00391,0.728,4.824,6.367,0.3665,0.4868,0.2576,0.0287,24.95,15.55,4.75,1.244,0.3086,0.0749,0.01799,0.0,0.0,0.0,0.0,0.0,3.76e-06,0.0003843,1.0
4.215,18.2,11.69,6.277,3.2,1.596,0.7876,0.0,0.0,6e-08,0.00391,0.728,4.824,6.37,0.3682,0.4966,0.1707,0.02942,14.984,18.73,11.695,6.277,3.2,1.596,0.7876,0.0,0.0,0.0,0.0,0.0,0.0,3.6e-07,1.0
0.7437,17.44,8.195,3.234,1.213,0.4453,0.162,0.0,0.0,6e-08,0.00391,0.728,4.824,6.37,0.3699,0.506,0.2161,0.02986,19.94,17.97,8.2,3.234,1.213,0.4453,0.162,0.0,0.0,0.0,0.0,0.0,2e-07,2.104e-05,1.0
8.77,10.92,2.406,0.441,0.0768,0.0131,0.002214,0.0,0.0,6e-08,0.00391,0.728,4.824,6.36,0.3713,0.5156,0.303,0.02913,27.97,11.45,2.414,0.4412,0.0768,0.0131,0.002214,0.0,0.0,0.0,0.0,3e-07,0.0001594,0.00816,1.0
10.86,3.979,0.3457,0.02399,0.001568,0.0001001,6.3e-06,0.0,0.0,6e-08,0.00391,0.728,4.8,5.95,0.373,0.5254,0.3896,0.02841,30.06,4.51,0.3535,0.02411,0.001569,0.00010014,6.3e-06,0.0,0.0,0.0,0.0,0.0001478,0.02426,0.419,1.0
6.07,0.608,0.01929,0.0004485,9.95e-06,2e-07,0.0,0.0,0.0,6e-08,0.003904,0.7124,4.133,3.055,0.3745,0.5347,0.4766,0.0277,25.27,1.14,0.02725,0.000569,1.13e-05,2.4e-07,0.0,0.0,0.0,0.0,7.5e-06,0.01581,0.692,3.314,1.0
8.96,1.952,0.1098,0.00477,0.0001929,7.57e-06,3e-07,0.0,0.0,6e-08,0.00391,0.7256,4.645,4.777,0.3762,0.5444,0.4368,0.02698,28.16,2.484,0.11774,0.00489,0.0001942,7.57e-06,3e-07,0.0,0.0,0.0,7e-07,0.00241,0.1835,1.591,1.0
10.164,7.59,1.215,0.1616,0.02051,0.002554,0.000316,0.0,0.0,6e-08,0.00391,0.728,4.824,6.273,0.3777,0.554,0.3499,0.02626,29.36,8.12,1.223,0.1617,0.02051,0.002554,0.000316,0.0,0.0,0.0,0.0,1.77e-05,0.00377,0.0951,1.0
4.82,15.055,5.57,1.761,0.533,0.1587,0.04694,0.0,0.0,6e-08,0.00391,0.728,4.824,6.367,0.3794,0.5635,0.2632,0.02553,24.02,15.59,5.58,1.761,0.533,0.1587,0.04694,0.0,0.0,0.0,0.0,6e-08,2.15e-05,0.001184,1.0
3.508,17.75,11.875,6.832,3.775,2.053,1.108,0.0,0.0,6e-08,0.00391,0.728,4.824,6.37,0.3809,0.573,0.1763,0.02481,15.69,18.28,11.88,6.832,3.775,2.053,1.108,0.0,0.0,0.0,0.0,0.0,6e-08,3.46e-06,1.0
0.2113,17.64,9.81,4.71,2.172,0.9863,0.4453,0.0,0.0,6e-08,0.00391,0.728,4.824,6.37,0.3826,0.583,0.2104,0.0241,18.98,18.17,9.82,4.71,2.172,0.9863,0.4453,0.0,0.0,0.0,0.0,0.0,7e-07,5.02e-05,1.0
6.984,12.836,3.895,1.014,0.2534,0.0624,0.015274,0.0,0.0,6e-08,0.00391,0.728,4.824,6.36,0.3843,0.5923,0.2974,0.02338,26.19,13.37,3.902,1.014,0.2534,0.0624,0.015274,0.0,0.0,0.0,0.0,1.1e-06,0.0002754,0.00974,1.0
9.836,6.08,0.862,0.102,0.01155,0.001288,0.0001429,0.0,0.0,6e-08,0.00391,0.7275,4.8,6.004,0.3857,0.602,0.384,0.02266,29.03,6.61,0.8696,0.1021,0.01155,0.001288,0.0001429,0.0,0.0,0.0,6e-08,0.000234,0.02467,0.365,1.0
7.094,1.727,0.10547,0.004974,0.0002193,9.4e-06,4e-07,0.0,0.0,6e-08,0.003897,0.7124,4.26,3.412,0.3875,0.612,0.471,0.02194,26.3,2.26,0.1134,0.005093,0.0002208,9.4e-06,4e-07,0.0,0.0,0.0,1.45e-05,0.01552,0.563,2.957,1.0
8.52,3.043,0.2642,0.01848,0.001225,7.98e-05,5.2e-06,0.0,0.0,6e-08,0.003906,0.723,4.59,4.63,0.389,0.621,0.4424,0.02121,27.72,3.574,0.2722,0.01859,0.001226,7.99e-05,5.2e-06,0.0,0.0,0.0,3.4e-06,0.004707,0.2343,1.741,1.0
9.02,8.86,1.857,0.333,0.0575,0.0098,0.001663,0.0,0.0,6e-08,0.00391,0.728,4.816,6.227,0.3906,0.631,0.3555,0.0205,28.22,9.39,1.865,0.333,0.0575,0.0098,0.001663,0.0,0.0,0.0,0.0,6.616e-05,0.007793,0.1411,1.0
4.34,15.47,6.547,2.42,0.8647,0.3052,0.1073,0.0,0.0,6e-08,0.00391,0.728,4.824,6.367,0.392,0.6406,0.2688,0.01978,23.53,16.0,6.555,2.42,0.8647,0.3052,0.1073,0.0,0.0,0.0,0.0,4e-07,8.976e-05,0.00314,1.0
2.89,17.66,12.33,7.566,4.492,2.637,1.542,0.0,0.0,6e-08,0.00391,0.728,4.824,6.37,0.3938,0.65,0.1819,0.01906,16.31,18.19,12.336,7.566,4.492,2.637,1.542,0.0,0.0,0.0,0.0,0.0,3.6e-07,2.1e-05,1.0
0.938,17.73,11.21,6.24,3.365,1.795,0.9536,0.0,0.0,6e-08,0.00391,0.728,4.824,6.37,0.3953,0.6597,0.2048,0.01834,18.27,18.27,11.22,6.24,3.365,1.795,0.9536,0.0,0.0,0.0,0.0,0.0,2.26e-06,0.00010407,1.0
5.57,14.35,5.535,1.873,0.6143,0.1993,0.06445,0.0,0.0,6e-08,0.00391,0.728,4.824,6.36,0.397,0.6694,0.2917,0.01761,24.77,14.88,5.543,1.873,0.6143,0.1993,0.06445,0.0,0.0,0.0,0.0,2.86e-06,0.000441,0.01164,1.0
8.81,8.16,1.676,0.2969,0.05084,0.00862,0.001457,0.0,0.0,6e-08,0.00391,0.7275,4.8,6.035,0.3987,0.6787,0.3784,0.01689,28.02,8.69,1.684,0.2969,0.05087,0.00862,0.001457,0.0,0.0,0.0,2.4e-07,0.0003483,0.02571,0.3333,1.0
7.53,3.18,0.317,0.02582,0.00201,0.0001546,1.186e-05,0.0,0.0,6e-08,0.003885,0.7124,4.344,3.71,0.4001,0.6885,0.4653,0.01617,26.73,3.71,0.325,0.02594,0.002012,0.0001546,1.186e-05,0.0,0.0,0.0,2.52e-05,0.01564,0.4807,2.658,1.0
8.1,4.19,0.5117,0.05212,0.005108,0.000495,4.78e-05,0.0,0.0,6e-08,0.003899,0.7197,4.53,4.434,0.4019,0.698,0.448,0.01546,27.3,4.727,0.52,0.05225,0.00511,0.000495,4.786e-05,0.0,0.0,0.0,1.19e-05,0.00825,0.2942,1.936,1.0
8.42,9.99,2.53,0.558,0.11945,0.02531,0.005344,0.0,0.0,6e-08,0.00391,0.728,4.812,6.18,0.4033,0.6924,0.361,0.01473,27.62,10.52,2.537,0.5586,0.11945,0.02531,0.005344,0.0,0.0,0.0,1e-07,0.0001538,0.01261,0.1879,1.0
4.332,16.19,7.45,3.027,1.194,0.4666,0.1815,0.0,0.0,6e-08,0.00391,0.728,4.824,6.363,0.405,0.6826,0.2744,0.014015,23.53,16.73,7.457,3.027,1.194,0.4666,0.1815,0.0,0.0,0.0,0.0,1.1e-06,0.0001752,0.005108,1.0
2.412,18.4,13.27,8.46,5.234,3.205,1.955,0.0,0.0,6e-08,0.00391,0.728,4.824,6.37,0.4065,0.6733,0.1875,0.0133,16.78,18.94,13.28,8.46,5.234,3.205,1.955,0.0,0.0,0.0,0.0,0.0,8e-07,3.8e-05,1.0
1.436,18.77,12.92,7.85,4.625,2.693,1.563,0.0,0.0,6e-08,0.00391,0.728,4.824,6.37,0.4082,0.6636,0.1993,0.01257,17.77,19.31,12.93,7.85,4.625,2.693,1.563,0.0,0.0,0.0,0.0,0.0,1.3e-06,6.51e-05,1.0
5.51,16.33,7.02,2.648,0.968,0.3494,0.1257,0.0,0.0,6e-08,0.00391,0.728,4.824,6.363,0.4097,0.654,0.2861,0.011856,24.7,16.86,7.027,2.648,0.968,0.3494,0.1257,0.0,0.0,0.0,0.0,9.5e-07,0.0001899,0.006184,1.0
10.04,9.945,2.262,0.4436,0.08405,0.01572,0.002928,0.0,0.0,6e-08,0.00391,0.728,4.816,6.17,0.4114,0.6445,0.3728,0.01113,29.23,10.48,2.27,0.4438,0.08405,0.01572,0.002928,0.0,0.0,0.0,6e-08,9.76e-05,0.01101,0.1985,1.0
10.12,4.06,0.4224,0.0362,0.002964,0.0002391,1.92e-05,0.0,0.0,6e-08,0.003906,0.723,4.574,4.26,0.413,0.635,0.4597,0.010414,29.31,4.59,0.4304,0.03632,0.002966,0.0002391,1.92e-05,0.0,0.0,0.0,3.4e-06,0.004726,0.2532,2.11,1.0
10.67,4.465,0.4875,0.044,0.003794,0.0003223,2.724e-05,0.0,0.0,6e-08,0.00391,0.725,4.637,4.58,0.4146,0.625,0.4536,0.0097,29.88,4.996,0.4954,0.04413,0.003796,0.0003223,2.724e-05,0.0,0.0,0.0,1.8e-06,0.003052,0.1903,1.792,1.0
10.69,10.99,2.6,0.5283,0.10333,0.01994,0.003828,0.0,0.0,6e-08,0.00391,0.728,4.82,6.242,0.4163,0.6157,0.3667,0.00897,29.88,11.52,2.607,0.5283,0.10333,0.01994,0.003828,0.0,0.0,0.0,0.0,3.47e-05,0.005447,0.1254,1.0
5.65,18.2,8.19,3.205,1.208,0.449,0.1659,0.0,0.0,6e-08,0.00391,0.728,4.824,6.367,0.4177,0.606,0.28,0.008255,24.84,18.73,8.195,3.205,1.208,0.449,0.1659,0.0,0.0,0.0,0.0,1e-07,4.72e-05,0.002258,1.0
2.102,20.75,15.21,9.695,5.945,3.592,2.158,0.0,0.0,6e-08,0.00391,0.728,4.824,6.37,0.4194,0.596,0.1931,0.007534,17.1,21.28,15.22,9.695,5.945,3.592,2.158,0.0,0.0,0.0,0.0,0.0,1e-07,1.013e-05,1.0
2.086,21.08,15.484,9.87,6.043,3.646,2.186,0.0,0.0,6e-08,0.00391,0.728,4.824,6.37,0.421,0.587,0.1937,0.006817,17.11,21.61,15.49,9.87,6.043,3.646,2.186,0.0,0.0,0.0,0.0,0.0,1e-07,8.2e-06,1.0
6.023,19.14,8.6,3.336,1.241,0.455,0.1656,0.0,0.0,6e-08,0.00391,0.728,4.824,6.367,0.4226,0.577,0.2805,0.006096,25.22,19.67,8.61,3.336,1.241,0.455,0.1656,0.0,0.0,0.0,0.0,6e-08,2.38e-05,0.001428,1.0
12.14,11.914,2.73,0.5317,0.0991,0.01817,0.003311,0.0,0.0,6e-08,0.00391,0.728,4.824,6.29,0.424,0.5674,0.3672,0.005375,31.34,12.445,2.738,0.5317,0.0991,0.01817,0.003311,0.0,0.0,0.0,0.0,9.24e-06,0.00243,0.0796,1.0
13.484,4.88,0.4824,0.03897,0.002987,0.0002246,1.675e-05,0.0,0.0,6e-08,0.00391,0.727,4.73,4.98,0.4258,0.558,0.454,0.004654,32.7,5.41,0.4902,0.0391,0.002989,0.0002246,1.675e-05,0.0,0.0,0.0,2e-07,0.000775,0.09467,1.389,1.0
13.8,4.617,0.426,0.03198,0.00227,0.000158,1.09e-05,0.0,0.0,6e-08,0.00391,0.727,4.723,4.855,0.4272,0.5483,0.4592,0.003937,33.0,5.15,0.434,0.0321,0.002272,0.000158,1.09e-05,0.0,0.0,0.0,1e-07,0.00079,0.1017,1.514,1.0
13.29,12.02,2.578,0.4656,0.0802,0.01355,0.002272,0.0,0.0,6e-08,0.00391,0.728,4.824,6.3,0.429,0.5386,0.3723,0.003216,32.5,12.56,2.588,0.4658,0.0802,0.01355,0.002272,0.0,0.0,0.0,0.0,4.95e-06,0.001769,0.0704,1.0
7.004,20.56,8.914,3.29,1.157,0.3994,0.1367,0.0,0.0,6e-08,0.00391,0.728,4.824,6.367,0.4307,0.5293,0.2854,0.002495,26.2,21.1,8.92,3.29,1.157,0.3994,0.1367,0.0,0.0,0.0,0.0,0.0,8.3e-06,0.0007434,1.0
2.004,23.6,17.53,11.06,6.65,3.92,2.29,0.0,0.0,6e-08,0.00391,0.728,4.824,6.37,0.4321,0.5195,0.1987,0.001775,17.19,24.12,17.53,11.06,6.65,3.92,2.29,0.0,0.0,0.0,0.0,0.0,0.0,1.67e-06,1.0
3.186,23.66,18.64,12.43,7.883,4.9,3.018,0.0,0.0,6e-08,0.00391,0.728,4.824,6.37,0.4338,0.51,0.1881,0.001055,16.02,24.19,18.64,12.43,7.883,4.9,3.018,0.0,0.0,0.0,0.0,0.0,0.0,5.4e-07,1.0
